ticket_id,order_id,created_date,category,channel,agent,first_response_hours,resolution_hours,sla_hours,sla_breached,sentiment,status
TKT000278,ORD001842,2025-04-16,return_request,email,Layla,38.6,57.8,48,False,positive,closed
TKT000279,ORD001847,2025-03-14,where_is_my_order,chat,Aylin,32.8,54.6,48,False,neutral,open
TKT000280,ORD001851,2025-02-18,address_change,sms,Aylin,12.7,33.1,48,False,neutral,closed
TKT000281,ORD001854,2025-05-23,product_question,email,Sara,22.2,24.2,48,False,neutral,closed
TKT000282,ORD001862,2025-06-30,damaged_item,email,Maya,25.2,40.1,24,True,negative,closed
TKT000283,ORD001863,2025-07-09,return_request,email,Maya,22.3,42.5,48,False,neutral,closed
TKT000284,ORD001869,2025-04-16,damaged_item,social,Maya,19.1,27.8,24,False,negative,closed
TKT000285,ORD001873,2025-07-03,damaged_item,chat,Maya,15.6,29.7,24,False,negative,closed
TKT000286,ORD001875,2025-06-17,where_is_my_order,social,Layla,28.4,40.5,48,False,neutral,closed
TKT000287,ORD001878,2025-03-16,product_question,email,Zehra,5.7,24.9,48,False,neutral,closed
TKT000288,ORD001879,2025-04-17,where_is_my_order,email,Sara,18.1,23.5,48,False,positive,closed
TKT000289,ORD001887,2025-01-28,return_request,email,Sara,36.6,74.0,48,False,positive,closed
TKT000290,ORD001897,2025-05-08,where_is_my_order,chat,Sara,24.1,49.9,48,False,positive,closed
TKT000291,ORD001904,2025-02-11,return_request,email,Maya,37.6,65.5,48,False,neutral,closed
TKT000292,ORD001906,2025-03-28,damaged_item,chat,Maya,10.0,32.1,24,False,negative,closed
TKT000293,ORD001908,2025-01-19,return_request,email,Zehra,5.6,19.9,48,False,negative,open
TKT000294,ORD001915,2025-02-03,return_request,email,Aylin,20.3,40.3,48,False,neutral,closed
TKT000295,ORD001917,2025-05-13,where_is_my_order,chat,Maya,25.9,52.2,48,False,positive,closed
TKT000296,ORD001927,2025-03-13,return_request,chat,Layla,20.2,46.9,48,False,neutral,closed
TKT000297,ORD001937,2025-04-08,address_change,email,Noor,19.5,41.9,48,False,positive,closed
TKT000298,ORD001943,2025-03-29,return_request,social,Layla,40.1,75.0,48,False,positive,closed
TKT000299,ORD001946,2025-06-27,damaged_item,email,Layla,12.4,33.7,24,False,negative,closed
TKT000300,ORD001959,2025-06-18,return_request,email,Noor,44.1,67.1,48,False,neutral,closed
TKT000301,ORD001962,2025-03-24,cancel_order,chat,Layla,12.9,28.3,24,False,neutral,open
TKT000302,ORD001966,2025-01-25,return_request,email,Zehra,33.5,56.0,48,False,negative,closed
TKT000303,ORD001975,2025-02-14,product_question,sms,Maya,26.1,65.0,48,False,neutral,closed
TKT000304,ORD001980,2025-02-24,where_is_my_order,social,Sara,17.1,37.6,48,False,positive,closed
TKT000305,ORD001984,2025-02-24,where_is_my_order,chat,Maya,16.4,36.9,48,False,positive,pending
TKT000306,ORD002013,2025-02-01,damaged_item,social,Layla,13.1,28.8,24,False,negative,closed
TKT000307,ORD002038,2025-01-13,return_request,chat,Maya,36.3,91.5,48,False,neutral,closed
TKT000308,ORD002041,2025-03-03,return_request,chat,Sara,14.6,36.4,48,False,neutral,closed
TKT000309,ORD002042,2025-06-07,product_question,chat,Layla,24.2,69.0,48,False,neutral,closed
TKT000310,ORD002047,2025-03-27,damaged_item,email,Noor,9.3,33.4,24,False,negative,closed
TKT000311,ORD002050,2025-03-15,return_request,email,Maya,19.2,38.5,48,False,neutral,open
TKT000312,ORD002062,2025-02-25,where_is_my_order,email,Layla,42.0,44.0,48,False,neutral,closed
TKT000313,ORD002084,2025-02-13,where_is_my_order,social,Layla,15.3,30.3,48,False,neutral,closed
TKT000314,ORD002085,2025-05-16,return_request,social,Sara,19.2,52.7,48,False,positive,closed
TKT000315,ORD002093,2025-04-19,product_question,sms,Aylin,23.2,66.1,48,False,neutral,closed
TKT000316,ORD002095,2025-06-19,where_is_my_order,chat,Maya,16.5,41.7,48,False,positive,closed
TKT000317,ORD002096,2025-03-14,where_is_my_order,chat,Maya,36.1,64.5,48,False,negative,closed
TKT000318,ORD002098,2025-04-11,address_change,email,Sara,21.2,69.1,48,False,neutral,closed
TKT000319,ORD002108,2025-07-08,where_is_my_order,email,Maya,25.9,65.5,48,False,positive,closed
TKT000320,ORD002129,2025-01-21,where_is_my_order,chat,Aylin,14.2,31.0,48,False,neutral,closed
TKT000321,ORD002132,2025-05-26,where_is_my_order,sms,Layla,12.1,39.4,48,False,positive,closed
TKT000322,ORD002145,2025-03-07,product_question,social,Aylin,24.3,55.7,48,False,neutral,closed
TKT000323,ORD002151,2025-05-09,product_question,chat,Zehra,22.9,46.2,48,False,neutral,closed
TKT000324,ORD002153,2025-05-27,damaged_item,chat,Zehra,34.6,58.0,24,True,negative,open
TKT000325,ORD002157,2025-01-30,where_is_my_order,chat,Zehra,12.2,27.2,48,False,positive,closed
TKT000326,ORD002160,2025-01-13,return_request,chat,Noor,20.8,63.5,48,False,neutral,closed
TKT000327,ORD002161,2025-04-01,return_request,email,Maya,13.9,22.6,48,False,neutral,closed
TKT000328,ORD002163,2025-03-25,where_is_my_order,sms,Maya,39.9,70.8,48,False,neutral,closed
TKT000329,ORD002164,2025-03-26,product_question,email,Noor,10.1,37.0,48,False,neutral,closed
TKT000330,ORD002166,2025-03-04,address_change,chat,Zehra,14.1,24.8,48,False,neutral,closed
TKT000331,ORD002171,2025-03-27,damaged_item,sms,Sara,14.5,33.0,24,False,negative,closed
TKT000332,ORD002179,2025-02-28,return_request,chat,Layla,47.4,77.5,48,False,positive,closed
TKT000333,ORD002181,2025-06-04,damaged_item,chat,Layla,13.6,54.9,24,False,negative,closed
TKT000334,ORD002184,2025-02-07,where_is_my_order,email,Noor,31.0,69.3,48,False,neutral,closed
TKT000335,ORD002188,2025-04-25,return_request,sms,Noor,24.5,42.5,48,False,neutral,pending
TKT000336,ORD002193,2025-05-23,where_is_my_order,email,Noor,33.6,48.3,48,False,neutral,closed
TKT000337,ORD002199,2025-03-03,where_is_my_order,email,Zehra,31.3,71.8,48,False,neutral,closed
TKT000338,ORD002205,2025-03-06,damaged_item,email,Sara,2.5,19.0,24,False,negative,closed
TKT000339,ORD002208,2025-03-26,where_is_my_order,sms,Layla,40.9,72.4,48,False,positive,closed
TKT000340,ORD002211,2025-07-09,address_change,email,Noor,23.7,40.9,48,False,negative,closed
TKT000341,ORD002219,2025-06-23,return_request,chat,Zehra,22.5,44.4,48,False,negative,closed
TKT000342,ORD002221,2025-03-19,return_request,email,Sara,8.2,27.4,48,False,negative,closed
TKT000343,ORD002222,2025-03-31,where_is_my_order,email,Noor,15.5,49.6,48,False,neutral,closed
TKT000344,ORD002226,2025-02-25,return_request,email,Aylin,30.8,57.3,48,False,neutral,closed
TKT000345,ORD002227,2025-05-15,return_request,chat,Zehra,13.4,66.6,48,False,neutral,closed
TKT000346,ORD002231,2025-03-09,product_question,email,Noor,27.8,48.8,48,False,neutral,closed
TKT000347,ORD002239,2025-03-13,return_request,email,Aylin,22.4,61.7,48,False,neutral,closed
TKT000348,ORD002248,2025-04-30,product_question,chat,Sara,13.1,27.5,48,False,neutral,closed
TKT000349,ORD002250,2025-03-12,address_change,social,Layla,37.2,62.7,48,False,neutral,closed
TKT000350,ORD002279,2025-06-12,product_question,social,Maya,35.0,51.9,48,False,neutral,open
TKT000351,ORD002281,2025-03-25,return_request,chat,Layla,31.3,58.0,48,False,positive,open
TKT000352,ORD002284,2025-05-13,damaged_item,email,Maya,10.5,45.1,24,False,negative,closed
TKT000353,ORD002308,2025-04-01,where_is_my_order,social,Layla,4.0,35.2,48,False,neutral,closed
TKT000354,ORD002310,2025-06-25,where_is_my_order,social,Sara,35.7,64.8,48,False,negative,closed
TKT000355,ORD002316,2025-03-10,where_is_my_order,email,Sara,21.5,23.5,48,False,positive,closed
TKT000356,ORD002319,2025-04-03,return_request,email,Layla,33.6,64.3,48,False,positive,closed
TKT000357,ORD002322,2025-01-18,product_question,email,Maya,26.4,54.5,48,False,neutral,closed
TKT000358,ORD002325,2025-02-25,damaged_item,social,Layla,22.9,37.1,24,False,negative,closed
TKT000359,ORD002336,2025-05-14,where_is_my_order,sms,Zehra,30.9,68.3,48,False,positive,closed
TKT000360,ORD002337,2025-06-13,product_question,chat,Maya,1.0,33.5,48,False,neutral,closed
TKT000361,ORD002340,2025-01-18,return_request,chat,Maya,20.3,30.0,48,False,neutral,closed
TKT000362,ORD002351,2025-01-18,where_is_my_order,chat,Noor,15.9,30.3,48,False,neutral,closed
TKT000363,ORD002357,2025-04-08,damaged_item,email,Zehra,23.7,53.5,24,False,negative,closed
TKT000364,ORD002370,2025-04-08,where_is_my_order,email,Aylin,23.6,57.3,48,False,positive,open
TKT000365,ORD002374,2025-03-01,return_request,email,Maya,11.1,32.4,48,False,positive,closed
TKT000366,ORD002378,2025-05-01,where_is_my_order,social,Aylin,29.7,58.6,48,False,positive,closed
TKT000367,ORD002386,2025-05-29,where_is_my_order,email,Noor,21.6,41.6,48,False,neutral,closed
TKT000368,ORD002399,2025-02-05,where_is_my_order,social,Layla,27.4,50.5,48,False,neutral,open
TKT000369,ORD002401,2025-04-23,return_request,sms,Zehra,39.8,52.1,48,False,neutral,closed
TKT000370,ORD002411,2025-05-13,product_question,email,Sara,38.8,75.9,48,False,neutral,closed
TKT000371,ORD002415,2025-04-02,product_question,sms,Aylin,32.8,69.2,48,False,neutral,open
TKT000372,ORD002416,2025-01-26,where_is_my_order,sms,Layla,41.6,62.3,48,False,neutral,closed
TKT000373,ORD002417,2025-02-19,return_request,chat,Maya,29.2,47.0,48,False,positive,closed
TKT000374,ORD002422,2025-02-17,where_is_my_order,email,Zehra,15.5,66.5,48,False,negative,closed
TKT000375,ORD002424,2025-01-27,address_change,email,Maya,19.0,30.8,48,False,neutral,closed
TKT000376,ORD002426,2025-05-20,return_request,chat,Sara,34.2,65.6,48,False,negative,closed
TKT000377,ORD002429,2025-05-02,cancel_order,email,Layla,23.0,60.3,24,False,neutral,closed
TKT000378,ORD002431,2025-06-13,return_request,sms,Layla,50.2,70.7,48,True,negative,closed
TKT000379,ORD002440,2025-05-28,damaged_item,chat,Aylin,30.1,54.5,24,True,negative,pending
TKT000380,ORD002451,2025-05-13,where_is_my_order,email,Maya,28.7,60.7,48,False,neutral,closed
TKT000381,ORD002455,2025-04-28,where_is_my_order,social,Sara,11.4,35.6,48,False,positive,open
TKT000382,ORD002456,2025-04-11,where_is_my_order,email,Layla,20.4,59.2,48,False,neutral,open
TKT000383,ORD002463,2025-01-26,damaged_item,chat,Sara,25.0,52.4,24,True,negative,closed
TKT000384,ORD002464,2025-04-24,return_request,chat,Maya,33.7,62.6,48,False,neutral,closed
TKT000385,ORD002494,2025-06-21,where_is_my_order,chat,Sara,30.1,64.3,48,False,positive,closed
TKT000386,ORD002497,2025-04-17,where_is_my_order,chat,Aylin,29.8,72.9,48,False,negative,closed
TKT000387,ORD002498,2025-02-17,where_is_my_order,chat,Noor,12.2,47.9,48,False,neutral,closed
TKT000388,ORD002510,2025-05-01,damaged_item,chat,Sara,15.9,28.9,24,False,negative,closed
TKT000389,ORD002522,2025-04-14,where_is_my_order,email,Maya,14.8,49.2,48,False,negative,closed
TKT000390,ORD002524,2025-05-01,cancel_order,chat,Zehra,24.2,59.0,24,True,negative,closed
TKT000391,ORD002532,2025-04-30,return_request,chat,Maya,21.2,42.8,48,False,positive,closed
TKT000392,ORD002537,2025-06-06,cancel_order,chat,Aylin,3.4,20.1,24,False,negative,closed
TKT000393,ORD002542,2025-03-30,product_question,chat,Aylin,15.9,38.6,48,False,neutral,closed
TKT000394,ORD002546,2025-03-15,where_is_my_order,email,Zehra,12.1,37.4,48,False,negative,closed
TKT000395,ORD002562,2025-05-09,where_is_my_order,chat,Sara,1.0,47.7,48,False,positive,closed
TKT000396,ORD002564,2025-04-08,where_is_my_order,chat,Aylin,19.9,40.3,48,False,neutral,closed
TKT000397,ORD002570,2025-07-10,return_request,email,Sara,21.9,48.5,48,False,negative,closed
TKT000398,ORD002575,2025-04-18,return_request,email,Sara,14.8,42.5,48,False,neutral,pending
TKT000399,ORD002577,2025-05-20,return_request,chat,Zehra,16.1,44.8,48,False,negative,closed
TKT000400,ORD002579,2025-02-04,where_is_my_order,chat,Noor,28.3,67.8,48,False,neutral,closed
TKT000401,ORD002580,2025-06-28,cancel_order,email,Zehra,18.0,52.7,24,False,positive,closed
TKT000402,ORD002583,2025-01-18,where_is_my_order,chat,Maya,30.5,44.0,48,False,negative,closed
TKT000403,ORD002585,2025-01-06,cancel_order,email,Maya,12.2,44.1,24,False,neutral,closed
TKT000404,ORD002588,2025-02-11,address_change,email,Maya,9.7,34.4,48,False,neutral,closed
TKT000405,ORD002596,2025-06-26,where_is_my_order,email,Sara,32.8,58.0,48,False,neutral,closed
TKT000406,ORD002602,2025-05-11,product_question,email,Zehra,24.8,62.6,48,False,neutral,closed
TKT000407,ORD002607,2025-05-01,where_is_my_order,chat,Layla,20.3,54.9,48,False,neutral,closed
TKT000408,ORD002609,2025-05-15,where_is_my_order,email,Aylin,17.6,50.2,48,False,positive,closed
TKT000409,ORD002618,2025-06-20,damaged_item,social,Maya,34.6,61.1,24,True,negative,closed
TKT000410,ORD002624,2025-06-29,cancel_order,chat,Aylin,21.5,36.4,24,False,positive,closed
TKT000411,ORD002628,2025-03-18,return_request,email,Maya,24.5,42.6,48,False,negative,closed
TKT000412,ORD002629,2025-03-01,return_request,sms,Aylin,22.9,27.2,48,False,neutral,open
TKT000413,ORD002636,2025-03-22,where_is_my_order,email,Sara,18.2,66.7,48,False,neutral,closed
TKT000414,ORD002641,2025-05-16,product_question,email,Aylin,20.8,34.1,48,False,neutral,closed
TKT000415,ORD002656,2025-06-27,product_question,chat,Zehra,12.7,33.4,48,False,neutral,closed
TKT000416,ORD002660,2025-02-19,where_is_my_order,email,Layla,15.1,32.7,48,False,neutral,closed
TKT000417,ORD002673,2025-03-24,where_is_my_order,sms,Layla,24.9,85.8,48,False,positive,closed
TKT000418,ORD002674,2025-04-06,where_is_my_order,email,Noor,29.7,56.8,48,False,neutral,closed
TKT000419,ORD002692,2025-03-20,where_is_my_order,email,Maya,15.6,42.7,48,False,positive,open
TKT000420,ORD002695,2025-06-16,where_is_my_order,chat,Noor,15.2,45.9,48,False,neutral,closed
TKT000421,ORD002705,2025-05-19,where_is_my_order,email,Maya,36.8,71.2,48,False,neutral,open
TKT000422,ORD002706,2025-04-03,where_is_my_order,email,Layla,23.3,70.1,48,False,positive,pending
TKT000423,ORD002709,2025-02-13,return_request,sms,Maya,21.6,47.1,48,False,neutral,closed
TKT000424,ORD002715,2025-06-20,return_request,email,Zehra,33.2,79.9,48,False,positive,closed
TKT000425,ORD002718,2025-07-02,where_is_my_order,email,Noor,19.1,40.8,48,False,positive,closed
TKT000426,ORD002722,2025-06-07,product_question,email,Zehra,12.1,47.2,48,False,neutral,closed
TKT000427,ORD002729,2025-03-19,return_request,email,Aylin,26.3,54.5,48,False,negative,closed
TKT000428,ORD002730,2025-06-17,return_request,email,Zehra,32.0,57.6,48,False,neutral,pending
TKT000429,ORD002733,2025-04-20,return_request,social,Aylin,21.8,40.8,48,False,positive,closed
TKT000430,ORD002753,2025-06-12,cancel_order,email,Layla,17.3,28.6,24,False,positive,closed
TKT000431,ORD002754,2025-01-23,where_is_my_order,chat,Aylin,37.9,77.9,48,False,neutral,closed
TKT000432,ORD002755,2025-06-18,where_is_my_order,chat,Zehra,13.8,51.0,48,False,negative,pending
TKT000433,ORD002769,2025-06-15,product_question,email,Noor,20.4,33.2,48,False,neutral,closed
TKT000434,ORD002771,2025-02-03,damaged_item,email,Maya,17.0,25.8,24,False,negative,closed
TKT000435,ORD002775,2025-05-27,where_is_my_order,email,Aylin,17.5,39.9,48,False,neutral,closed
TKT000436,ORD002780,2025-02-08,product_question,social,Layla,12.7,30.2,48,False,neutral,closed
TKT000437,ORD002790,2025-03-21,where_is_my_order,email,Maya,7.8,53.7,48,False,positive,closed
TKT000438,ORD002800,2025-05-29,where_is_my_order,chat,Aylin,18.6,39.3,48,False,positive,closed
TKT000439,ORD002803,2025-01-19,where_is_my_order,chat,Maya,27.3,51.2,48,False,negative,closed
TKT000440,ORD002804,2025-04-28,where_is_my_order,chat,Sara,33.7,70.1,48,False,negative,closed
TKT000441,ORD002826,2025-05-27,product_question,sms,Aylin,21.6,36.1,48,False,neutral,closed
TKT000442,ORD002835,2025-05-11,return_request,chat,Aylin,22.0,50.5,48,False,positive,open
TKT000443,ORD002839,2025-03-18,where_is_my_order,email,Sara,25.7,66.4,48,False,positive,closed
TKT000444,ORD002843,2025-04-01,damaged_item,social,Layla,24.7,61.8,24,True,negative,closed
TKT000445,ORD002851,2025-03-19,damaged_item,social,Noor,37.6,71.2,24,True,negative,closed
TKT000446,ORD002868,2025-04-18,product_question,email,Aylin,23.8,37.2,48,False,neutral,open
TKT000447,ORD002874,2025-02-28,address_change,social,Zehra,24.5,60.3,48,False,neutral,closed
TKT000448,ORD002875,2025-02-02,where_is_my_order,email,Aylin,15.0,48.5,48,False,positive,closed
TKT000449,ORD002883,2025-04-17,where_is_my_order,email,Aylin,21.3,37.0,48,False,positive,closed
TKT000450,ORD002888,2025-06-27,where_is_my_order,social,Zehra,18.9,30.9,48,False,neutral,closed
TKT000451,ORD002892,2025-07-07,damaged_item,social,Sara,24.7,48.8,24,True,negative,closed
TKT000452,ORD002898,2025-02-21,return_request,chat,Aylin,18.4,51.8,48,False,neutral,closed
TKT000453,ORD002910,2025-04-17,where_is_my_order,email,Noor,17.8,28.0,48,False,negative,closed
TKT000454,ORD002918,2025-06-19,where_is_my_order,chat,Maya,28.0,46.9,48,False,positive,closed
TKT000455,ORD002919,2025-01-15,return_request,email,Sara,14.4,45.2,48,False,positive,pending
TKT000456,ORD002920,2025-05-21,where_is_my_order,chat,Noor,36.9,53.9,48,False,neutral,closed
TKT000457,ORD002923,2025-02-10,address_change,social,Zehra,38.4,53.2,48,False,positive,closed
TKT000458,ORD002929,2025-03-13,where_is_my_order,chat,Layla,7.8,29.6,48,False,positive,closed
TKT000459,ORD002945,2025-03-05,where_is_my_order,chat,Maya,26.4,57.1,48,False,positive,open
TKT000460,ORD002949,2025-06-26,damaged_item,chat,Maya,19.8,26.7,24,False,negative,open
TKT000461,ORD002952,2025-06-04,where_is_my_order,sms,Maya,28.4,48.0,48,False,neutral,closed
TKT000462,ORD002954,2025-06-23,where_is_my_order,social,Layla,29.5,56.4,48,False,neutral,closed
TKT000463,ORD002955,2025-04-13,return_request,sms,Layla,25.2,32.4,48,False,negative,closed
TKT000464,ORD002958,2025-01-14,where_is_my_order,sms,Sara,39.6,76.1,48,False,negative,closed
TKT000465,ORD002963,2025-01-23,where_is_my_order,social,Aylin,14.6,40.6,48,False,negative,closed
TKT000466,ORD002969,2025-04-24,damaged_item,email,Noor,35.6,59.6,24,True,negative,closed
TKT000467,ORD002976,2025-06-12,where_is_my_order,email,Aylin,28.3,50.5,48,False,positive,closed
TKT000468,ORD002978,2025-05-17,return_request,email,Maya,26.7,56.4,48,False,neutral,closed
TKT000469,ORD002986,2025-02-28,where_is_my_order,sms,Maya,6.5,31.0,48,False,positive,closed
TKT000470,ORD002987,2025-01-20,cancel_order,email,Maya,20.3,45.1,24,False,neutral,closed
TKT000471,ORD002993,2025-03-07,damaged_item,chat,Sara,17.4,48.0,24,False,negative,closed
TKT000472,ORD002998,2025-02-14,product_question,chat,Sara,22.4,40.6,48,False,neutral,closed
TKT000473,ORD003000,2025-01-29,return_request,sms,Sara,18.6,77.8,48,False,negative,closed
TKT000474,ORD003009,2025-01-23,where_is_my_order,social,Noor,20.0,46.0,48,False,neutral,closed
TKT000475,ORD003010,2025-06-01,where_is_my_order,email,Sara,31.6,50.6,48,False,positive,closed
TKT000476,ORD003017,2025-06-29,where_is_my_order,email,Zehra,23.4,53.6,48,False,positive,closed
TKT000477,ORD003036,2025-05-15,return_request,email,Aylin,4.6,44.2,48,False,positive,closed
TKT000478,ORD003042,2025-06-23,where_is_my_order,chat,Zehra,27.4,51.3,48,False,negative,closed
TKT000479,ORD003053,2025-05-06,where_is_my_order,chat,Aylin,16.4,51.0,48,False,neutral,closed
TKT000480,ORD003059,2025-02-15,where_is_my_order,chat,Sara,35.3,77.4,48,False,positive,closed
TKT000481,ORD003067,2025-03-25,return_request,chat,Maya,33.5,66.2,48,False,positive,closed
TKT000482,ORD003075,2025-06-20,where_is_my_order,email,Zehra,33.8,65.3,48,False,neutral,closed
TKT000483,ORD003076,2025-06-23,where_is_my_order,social,Zehra,4.6,24.4,48,False,neutral,closed
TKT000484,ORD003082,2025-02-02,damaged_item,email,Aylin,17.8,51.5,24,False,negative,closed
TKT000485,ORD003083,2025-05-07,where_is_my_order,email,Maya,20.3,42.7,48,False,neutral,closed
TKT000486,ORD003089,2025-04-20,cancel_order,chat,Aylin,18.3,36.0,24,False,positive,closed
TKT000487,ORD003098,2025-03-22,where_is_my_order,chat,Maya,13.4,20.5,48,False,neutral,closed
TKT000488,ORD003103,2025-06-29,product_question,social,Aylin,31.8,81.1,48,False,neutral,closed
TKT000489,ORD003104,2025-05-24,product_question,chat,Layla,4.8,42.5,48,False,neutral,closed
TKT000490,ORD003119,2025-03-07,where_is_my_order,email,Noor,21.9,51.9,48,False,negative,closed
TKT000491,ORD003122,2025-03-14,return_request,chat,Zehra,24.3,68.1,48,False,negative,closed
TKT000492,ORD003124,2025-03-28,where_is_my_order,email,Aylin,7.8,31.4,48,False,negative,open
TKT000493,ORD003126,2025-02-15,return_request,email,Aylin,17.4,53.4,48,False,neutral,closed
TKT000494,ORD003127,2025-04-18,where_is_my_order,chat,Noor,9.6,19.0,48,False,neutral,closed
TKT000495,ORD003131,2025-03-24,where_is_my_order,email,Maya,13.9,42.6,48,False,neutral,closed
TKT000496,ORD003133,2025-01-23,address_change,chat,Noor,16.7,52.6,48,False,positive,closed
TKT000497,ORD003140,2025-03-24,address_change,social,Sara,12.7,48.5,48,False,neutral,open
TKT000498,ORD003171,2025-07-02,where_is_my_order,email,Zehra,34.7,72.3,48,False,neutral,closed
TKT000499,ORD003178,2025-03-19,where_is_my_order,email,Layla,16.1,26.5,48,False,neutral,closed
TKT000500,ORD003181,2025-06-24,return_request,email,Layla,8.0,29.9,48,False,neutral,pending
TKT000501,ORD003192,2025-01-11,return_request,chat,Sara,18.9,48.9,48,False,neutral,closed
TKT000502,ORD003195,2025-05-06,where_is_my_order,chat,Layla,36.4,77.8,48,False,negative,closed
TKT000503,ORD003196,2025-03-20,return_request,chat,Zehra,42.4,64.5,48,False,neutral,closed
TKT000504,ORD003202,2025-06-24,address_change,chat,Noor,11.6,33.6,48,False,neutral,closed
TKT000505,ORD003215,2025-01-31,where_is_my_order,chat,Noor,24.2,56.0,48,False,positive,closed
TKT000506,ORD003223,2025-05-27,return_request,social,Aylin,17.7,47.8,48,False,negative,closed
TKT000507,ORD003243,2025-06-24,where_is_my_order,chat,Zehra,36.2,76.2,48,False,neutral,closed
TKT000508,ORD003244,2025-03-08,return_request,social,Zehra,33.4,72.1,48,False,neutral,closed
TKT000509,ORD003246,2025-04-13,cancel_order,email,Aylin,23.6,54.2,24,False,neutral,closed
TKT000510,ORD003263,2025-01-25,where_is_my_order,email,Sara,24.6,59.1,48,False,neutral,closed
TKT000511,ORD003265,2025-03-08,return_request,email,Maya,42.4,53.9,48,False,neutral,closed
TKT000512,ORD003277,2025-04-09,damaged_item,email,Maya,8.8,24.0,24,False,negative,closed
TKT000513,ORD003281,2025-05-12,return_request,chat,Layla,25.5,39.5,48,False,neutral,closed
TKT000514,ORD003285,2025-02-10,return_request,sms,Layla,23.2,46.6,48,False,negative,closed
TKT000515,ORD003297,2025-06-01,where_is_my_order,email,Noor,25.2,68.8,48,False,neutral,closed
TKT000516,ORD003305,2025-05-17,return_request,chat,Noor,30.6,69.1,48,False,positive,closed
TKT000517,ORD003306,2025-01-21,where_is_my_order,email,Noor,12.2,14.2,48,False,positive,closed
TKT000518,ORD003308,2025-01-10,return_request,email,Sara,27.2,43.6,48,False,neutral,closed
TKT000519,ORD003313,2025-04-11,product_question,chat,Aylin,24.0,42.8,48,False,neutral,closed
TKT000520,ORD003320,2025-03-13,return_request,email,Aylin,35.4,39.1,48,False,neutral,closed
TKT000521,ORD003342,2025-06-07,cancel_order,chat,Noor,26.9,48.2,24,True,negative,closed
TKT000522,ORD003343,2025-02-02,damaged_item,email,Sara,28.0,37.7,24,True,negative,closed
TKT000523,ORD003344,2025-01-31,product_question,chat,Maya,21.5,76.2,48,False,neutral,closed
TKT000524,ORD003350,2025-03-17,where_is_my_order,chat,Sara,27.5,84.9,48,False,neutral,closed
TKT000525,ORD003352,2025-01-27,where_is_my_order,email,Layla,31.7,45.2,48,False,negative,closed
TKT000526,ORD003354,2025-03-13,product_question,email,Zehra,11.0,28.5,48,False,neutral,closed
TKT000527,ORD003362,2025-03-15,where_is_my_order,email,Sara,9.2,58.3,48,False,positive,pending
TKT000528,ORD003367,2025-05-18,where_is_my_order,email,Zehra,16.2,35.4,48,False,negative,closed
TKT000529,ORD003376,2025-03-25,where_is_my_order,email,Aylin,25.8,59.6,48,False,positive,closed
TKT000530,ORD003387,2025-04-18,where_is_my_order,email,Sara,44.5,68.0,48,False,positive,closed
TKT000531,ORD003390,2025-03-02,return_request,email,Zehra,34.7,81.6,48,False,neutral,closed
TKT000532,ORD003402,2025-06-09,damaged_item,email,Layla,23.2,51.3,24,False,negative,closed
TKT000533,ORD003404,2025-06-19,return_request,chat,Zehra,11.3,23.9,48,False,positive,closed
TKT000534,ORD003405,2025-06-20,address_change,chat,Layla,36.3,41.4,48,False,neutral,closed
TKT000535,ORD003416,2025-02-26,where_is_my_order,chat,Zehra,20.1,61.4,48,False,neutral,closed
TKT000536,ORD003422,2025-03-15,where_is_my_order,social,Aylin,45.1,61.2,48,False,neutral,closed
TKT000537,ORD003426,2025-04-13,address_change,social,Zehra,32.5,56.2,48,False,positive,closed
TKT000538,ORD003428,2025-06-15,return_request,chat,Maya,21.2,43.6,48,False,negative,closed
TKT000539,ORD003429,2025-06-26,where_is_my_order,email,Layla,6.4,32.4,48,False,neutral,closed
TKT000540,ORD003430,2025-06-14,where_is_my_order,sms,Sara,31.7,60.3,48,False,positive,closed
TKT000541,ORD003436,2025-04-16,where_is_my_order,email,Sara,28.9,61.5,48,False,neutral,pending
TKT000542,ORD003437,2025-03-08,where_is_my_order,sms,Noor,25.5,55.9,48,False,neutral,closed
TKT000543,ORD003441,2025-03-03,damaged_item,chat,Layla,37.1,66.7,24,True,negative,closed
TKT000544,ORD003451,2025-05-18,damaged_item,chat,Zehra,25.1,52.6,24,True,negative,closed
TKT000545,ORD003455,2025-07-07,where_is_my_order,email,Noor,19.8,43.8,48,False,neutral,closed
TKT000546,ORD003462,2025-06-03,where_is_my_order,chat,Maya,41.8,71.7,48,False,neutral,pending
TKT000547,ORD003468,2025-03-03,where_is_my_order,email,Zehra,8.6,38.0,48,False,negative,closed
TKT000548,ORD003469,2025-03-07,return_request,chat,Noor,21.8,51.6,48,False,neutral,closed
TKT000549,ORD003494,2025-04-29,product_question,email,Zehra,41.8,50.7,48,False,neutral,closed
TKT000550,ORD003495,2025-01-29,where_is_my_order,email,Layla,12.7,37.0,48,False,positive,closed
TKT000551,ORD003499,2025-03-19,address_change,email,Noor,9.8,12.7,48,False,positive,closed
TKT000552,ORD003503,2025-01-03,where_is_my_order,chat,Aylin,21.1,38.6,48,False,neutral,closed
TKT000553,ORD003507,2025-04-05,damaged_item,social,Aylin,32.2,41.4,24,True,negative,closed
TKT000554,ORD003516,2025-05-28,where_is_my_order,chat,Layla,9.5,63.6,48,False,positive,closed
