order_id,order_date,product_line,units,order_value,country,fulfillment_center,carrier,promo_type,shipping_cost,delivery_days,promised_days,late_delivery,returned,return_reason
ORD000773,2025-04-19,Lounge Set,1,113.6,United States,3PL_Central,Carrier_D,product_launch,7.0,2.9,5,False,False,none
ORD000774,2025-06-08,Weighted Tee,3,145.8,Germany,3PL_International,Passport_Global,email_drop,21.56,5.2,9,False,False,none
ORD000775,2025-01-02,Zip Hoodie,1,96.0,United States,3PL_West,Carrier_A,none,4.71,2.6,5,False,False,none
ORD000776,2025-06-08,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_C,none,5.72,3.9,5,False,False,none
ORD000777,2025-04-25,Signature Hoodie,1,75.65,United States,3PL_West,Carrier_A,holiday_sale,4.52,3.2,5,False,False,none
ORD000778,2025-02-02,Signature Hoodie,2,178.0,United Kingdom,3PL_International,Passport_Global,none,19.81,5.9,9,False,False,none
ORD000779,2025-05-26,Lounge Set,3,426.0,Canada,3PL_International,Passport_Global,none,20.87,7.8,9,False,False,none
ORD000780,2025-06-09,Cloud Sweatpants,4,265.2,United States,3PL_Central,Carrier_C,product_launch,9.21,4.8,5,False,False,none
ORD000781,2025-02-21,Lounge Set,1,120.7,Germany,3PL_International,Passport_Global,product_launch,18.05,5.0,9,False,False,none
ORD000782,2025-06-18,Signature Hoodie,2,142.4,Germany,3PL_International,Passport_Global,product_launch,18.0,4.3,9,False,True,fit_issue
ORD000783,2025-03-25,Lounge Set,2,284.0,Australia,3PL_International,Passport_Global,none,19.17,5.6,9,False,False,none
ORD000784,2025-04-22,Cloud Sweatpants,1,78.0,United States,3PL_West,Carrier_B,none,6.39,3.9,5,False,False,none
ORD000785,2025-06-28,Cloud Sweatpants,2,156.0,Canada,3PL_International,Passport_Global,none,18.08,5.4,9,False,False,none
ORD000786,2025-03-11,Cloud Sweatpants,2,156.0,United States,3PL_East,Carrier_B,none,5.57,3.7,5,False,False,none
ORD000787,2025-06-02,Cloud Sweatpants,3,187.2,United States,3PL_West,Carrier_C,holiday_sale,7.95,2.9,5,False,False,none
ORD000788,2025-03-04,Lounge Set,1,142.0,United States,3PL_Central,Carrier_C,none,6.01,3.9,5,False,False,none
ORD000789,2025-05-31,Cloud Sweatpants,1,78.0,United States,3PL_East,Carrier_C,none,6.05,3.1,5,False,False,none
ORD000790,2025-04-21,Weighted Tee,2,108.0,Australia,3PL_International,Passport_Global,none,19.92,6.2,9,False,False,none
ORD000791,2025-02-13,Cloud Sweatpants,2,156.0,United States,3PL_West,Carrier_A,none,6.68,2.8,5,False,False,none
ORD000792,2025-03-19,Signature Hoodie,4,284.8,United States,3PL_East,Carrier_D,holiday_sale,9.32,4.7,5,False,False,none
ORD000793,2025-03-04,Signature Hoodie,2,142.4,Canada,3PL_International,Passport_Global,email_drop,19.36,3.6,9,False,True,fit_issue
ORD000794,2025-01-16,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_B,none,6.35,2.7,5,False,False,none
ORD000795,2025-01-06,Lounge Set,2,284.0,United States,3PL_West,Carrier_A,none,6.05,4.4,5,False,False,none
ORD000796,2025-03-08,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_C,none,7.59,3.1,5,False,False,none
ORD000797,2025-01-04,Signature Hoodie,4,356.0,United States,3PL_Central,Carrier_A,none,7.11,5.8,5,True,False,none
ORD000798,2025-02-03,Signature Hoodie,3,213.6,United States,3PL_West,Carrier_C,product_launch,7.48,6.5,5,True,False,none
ORD000799,2025-05-16,Zip Hoodie,2,153.6,Canada,3PL_International,Passport_Global,email_drop,20.23,4.1,9,False,False,none
ORD000800,2025-05-13,Weighted Tee,1,54.0,United States,3PL_West,Carrier_A,none,5.04,4.7,5,False,True,fit_issue
ORD000801,2025-05-19,Lounge Set,1,113.6,United States,3PL_West,Carrier_B,influencer_drop,4.56,4.1,5,False,False,none
ORD000802,2025-03-04,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_A,none,9.27,2.5,5,False,False,none
ORD000803,2025-06-14,Cloud Sweatpants,1,78.0,United Kingdom,3PL_International,Passport_Global,none,18.29,2.9,9,False,False,none
ORD000804,2025-04-20,Signature Hoodie,3,267.0,United States,3PL_West,Carrier_B,none,8.08,2.2,5,False,False,none
ORD000805,2025-01-26,Weighted Tee,1,54.0,Canada,3PL_International,Passport_Global,none,17.92,6.5,9,False,False,none
ORD000806,2025-01-29,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_A,none,6.01,3.6,5,False,False,none
ORD000807,2025-05-10,Weighted Tee,4,172.8,United States,3PL_East,Carrier_B,holiday_sale,8.64,3.9,5,False,False,none
ORD000808,2025-02-04,Lounge Set,1,127.8,United States,3PL_East,Carrier_A,product_launch,6.73,5.3,5,True,False,none
ORD000809,2025-04-02,Zip Hoodie,1,96.0,United States,3PL_East,Carrier_B,none,4.85,2.8,5,False,False,none
ORD000810,2025-06-29,Lounge Set,1,113.6,United States,3PL_East,Carrier_D,email_drop,8.29,3.0,5,False,False,none
ORD000811,2025-01-01,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_A,none,5.68,5.3,5,True,False,none
ORD000812,2025-01-04,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_C,none,6.83,4.1,5,False,False,none
ORD000813,2025-06-29,Cloud Sweatpants,1,78.0,United States,3PL_West,Carrier_D,none,5.86,2.2,5,False,False,none
ORD000814,2025-04-18,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_D,none,7.54,2.0,5,False,False,none
ORD000815,2025-01-26,Zip Hoodie,2,192.0,United States,3PL_West,Carrier_C,none,6.5,5.2,5,True,False,none
ORD000816,2025-06-15,Cloud Sweatpants,1,66.3,United States,3PL_East,Carrier_C,product_launch,4.11,3.5,5,False,False,none
ORD000817,2025-06-13,Lounge Set,2,255.6,United Kingdom,3PL_International,Passport_Global,holiday_sale,18.98,5.3,9,False,False,none
ORD000818,2025-04-08,Lounge Set,4,568.0,Australia,3PL_International,Passport_Global,none,20.91,2.3,9,False,False,none
ORD000819,2025-04-25,Signature Hoodie,4,284.8,United States,3PL_West,Carrier_C,influencer_drop,9.06,3.8,5,False,False,none
ORD000820,2025-02-24,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_A,none,7.02,4.1,5,False,False,none
ORD000821,2025-01-11,Cloud Sweatpants,4,265.2,United Kingdom,3PL_International,Passport_Global,email_drop,20.44,3.9,9,False,False,none
ORD000822,2025-04-20,Signature Hoodie,3,267.0,Canada,3PL_International,Passport_Global,none,20.18,3.4,9,False,False,none
ORD000823,2025-03-01,Zip Hoodie,1,96.0,United States,3PL_West,Carrier_A,none,5.08,3.2,5,False,False,none
ORD000824,2025-05-04,Zip Hoodie,4,326.4,United States,3PL_East,Carrier_B,email_drop,8.58,4.3,5,False,False,none
ORD000825,2025-06-06,Zip Hoodie,2,192.0,United States,3PL_West,Carrier_C,none,5.57,3.6,5,False,False,none
ORD000826,2025-01-04,Cloud Sweatpants,1,78.0,United States,3PL_East,Carrier_B,none,5.35,1.5,5,False,False,none
ORD000827,2025-04-20,Lounge Set,2,284.0,United States,3PL_West,Carrier_B,none,7.06,4.4,5,False,False,none
ORD000828,2025-02-16,Zip Hoodie,1,96.0,United States,3PL_West,Carrier_B,none,5.62,3.9,5,False,False,none
ORD000829,2025-06-11,Weighted Tee,2,108.0,United States,3PL_Central,Carrier_A,none,6.26,3.5,5,False,False,none
ORD000830,2025-02-21,Lounge Set,2,284.0,United States,3PL_East,Carrier_A,none,5.24,3.3,5,False,False,none
ORD000831,2025-04-23,Zip Hoodie,1,76.8,United States,3PL_East,Carrier_A,email_drop,4.72,5.0,5,False,False,none
ORD000832,2025-04-12,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_D,none,7.75,4.5,5,False,False,none
ORD000833,2025-03-16,Lounge Set,1,142.0,United States,3PL_East,Carrier_C,none,6.07,3.8,5,False,False,none
ORD000834,2025-05-07,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_B,none,6.04,4.0,5,False,False,none
ORD000835,2025-05-16,Cloud Sweatpants,1,70.2,Germany,3PL_International,Passport_Global,email_drop,18.05,6.4,9,False,False,none
ORD000836,2025-04-14,Cloud Sweatpants,3,198.9,United States,3PL_Central,Carrier_D,influencer_drop,9.22,4.8,5,False,False,none
ORD000837,2025-05-23,Signature Hoodie,1,89.0,United States,3PL_Central,Carrier_A,none,6.44,4.3,5,False,False,none
ORD000838,2025-06-28,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_A,none,5.9,4.6,5,False,False,none
ORD000839,2025-03-20,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_B,none,6.04,3.2,5,False,False,none
ORD000840,2025-04-04,Lounge Set,2,284.0,United Kingdom,3PL_International,Passport_Global,none,20.22,5.0,9,False,False,none
ORD000841,2025-01-03,Zip Hoodie,1,96.0,Australia,3PL_International,Passport_Global,none,17.67,5.3,9,False,False,none
ORD000842,2025-05-30,Weighted Tee,2,108.0,United States,3PL_West,Carrier_C,none,7.3,4.7,5,False,False,none
ORD000843,2025-04-05,Lounge Set,1,127.8,United States,3PL_East,Carrier_D,influencer_drop,7.58,2.4,5,False,False,none
ORD000844,2025-03-18,Cloud Sweatpants,2,156.0,United States,3PL_Central,Carrier_C,none,5.52,3.2,5,False,False,none
ORD000845,2025-01-19,Lounge Set,4,482.8,United States,3PL_East,Carrier_D,email_drop,10.28,3.9,5,False,True,quality_issue
ORD000846,2025-06-14,Cloud Sweatpants,1,78.0,United States,3PL_East,Carrier_C,none,3.86,2.9,5,False,False,none
ORD000847,2025-03-16,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_B,none,7.08,4.6,5,False,False,none
ORD000848,2025-05-08,Weighted Tee,1,48.6,United States,3PL_East,Carrier_B,influencer_drop,5.51,4.1,5,False,False,none
ORD000849,2025-01-31,Weighted Tee,1,48.6,United States,3PL_Central,Carrier_D,email_drop,7.25,3.1,5,False,False,none
ORD000850,2025-06-25,Signature Hoodie,4,356.0,Australia,3PL_International,Passport_Global,none,20.71,5.3,9,False,False,none
ORD000851,2025-02-05,Lounge Set,1,113.6,United States,3PL_Central,Carrier_B,influencer_drop,5.2,3.9,5,False,False,none
ORD000852,2025-02-09,Signature Hoodie,4,356.0,United States,3PL_Central,Carrier_B,none,8.94,3.1,5,False,False,none
ORD000853,2025-06-09,Weighted Tee,1,54.0,Canada,3PL_International,Passport_Global,none,18.34,2.1,9,False,False,none
ORD000854,2025-06-17,Zip Hoodie,2,163.2,United States,3PL_Central,Carrier_B,email_drop,6.05,1.1,5,False,False,none
ORD000855,2025-02-12,Signature Hoodie,1,71.2,Australia,3PL_International,Passport_Global,email_drop,17.68,4.0,9,False,False,none
ORD000856,2025-03-27,Lounge Set,1,142.0,United States,3PL_East,Carrier_C,none,4.4,3.9,5,False,False,none
ORD000857,2025-05-18,Cloud Sweatpants,1,66.3,United States,3PL_East,Carrier_B,product_launch,4.43,4.7,5,False,False,none
ORD000858,2025-06-12,Signature Hoodie,2,142.4,United States,3PL_East,Carrier_A,email_drop,7.45,4.0,5,False,False,none
ORD000859,2025-03-14,Lounge Set,3,426.0,United States,3PL_West,Carrier_B,none,8.92,5.6,5,True,True,duplicate_order
ORD000860,2025-04-04,Lounge Set,1,142.0,United States,3PL_West,Carrier_A,none,5.56,3.4,5,False,False,none
ORD000861,2025-05-19,Cloud Sweatpants,2,156.0,United States,3PL_East,Carrier_C,none,6.29,3.9,5,False,False,none
ORD000862,2025-05-17,Zip Hoodie,1,96.0,United States,3PL_Central,Carrier_D,none,6.82,5.1,5,True,False,none
ORD000863,2025-05-28,Signature Hoodie,3,226.95,United Kingdom,3PL_International,Passport_Global,email_drop,21.08,2.9,9,False,False,none
ORD000864,2025-04-15,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_A,none,3.0,5.6,5,True,False,none
ORD000865,2025-01-22,Zip Hoodie,4,345.6,United States,3PL_West,Carrier_A,influencer_drop,10.67,5.4,5,True,False,none
ORD000866,2025-06-16,Signature Hoodie,1,89.0,United States,3PL_Central,Carrier_C,none,5.46,3.4,5,False,False,none
ORD000867,2025-06-10,Cloud Sweatpants,2,140.4,Australia,3PL_International,Passport_Global,email_drop,16.91,2.1,9,False,False,none
ORD000868,2025-05-31,Weighted Tee,1,43.2,United States,3PL_East,Carrier_B,influencer_drop,7.37,5.3,5,True,False,none
ORD000869,2025-01-20,Lounge Set,4,511.2,United Kingdom,3PL_International,Passport_Global,influencer_drop,19.33,5.4,9,False,False,none
ORD000870,2025-02-10,Cloud Sweatpants,1,70.2,United States,3PL_West,Carrier_C,influencer_drop,3.59,2.9,5,False,False,none
ORD000871,2025-05-20,Cloud Sweatpants,4,280.8,United States,3PL_East,Carrier_B,holiday_sale,8.13,6.2,5,True,False,none
ORD000872,2025-01-05,Lounge Set,3,426.0,United States,3PL_Central,Carrier_B,none,7.57,1.1,5,False,False,none
ORD000873,2025-06-27,Lounge Set,2,255.6,United States,3PL_East,Carrier_B,email_drop,7.51,4.0,5,False,False,none
ORD000874,2025-03-13,Signature Hoodie,2,142.4,United States,3PL_East,Carrier_C,product_launch,6.27,3.4,5,False,False,none
ORD000875,2025-05-15,Cloud Sweatpants,1,78.0,United Kingdom,3PL_International,Passport_Global,none,17.16,3.6,9,False,False,none
ORD000876,2025-06-14,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_B,none,5.15,3.7,5,False,False,none
ORD000877,2025-03-16,Signature Hoodie,2,151.3,United States,3PL_West,Carrier_A,product_launch,6.3,4.5,5,False,False,none
ORD000878,2025-03-04,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_A,none,6.55,2.8,5,False,False,none
ORD000879,2025-04-23,Zip Hoodie,1,96.0,United States,3PL_East,Carrier_B,none,6.24,4.4,5,False,False,none
ORD000880,2025-04-17,Lounge Set,4,568.0,United States,3PL_East,Carrier_B,none,8.37,3.2,5,False,False,none
ORD000881,2025-03-18,Lounge Set,4,568.0,Canada,3PL_International,Passport_Global,none,20.97,4.4,9,False,False,none
ORD000882,2025-04-21,Cloud Sweatpants,1,78.0,Germany,3PL_International,Passport_Global,none,16.31,5.7,9,False,False,none
ORD000883,2025-06-21,Cloud Sweatpants,3,234.0,United States,3PL_East,Carrier_A,none,8.21,3.7,5,False,False,none
ORD000884,2025-03-27,Signature Hoodie,1,71.2,United States,3PL_West,Carrier_B,product_launch,5.36,2.9,5,False,False,none
ORD000885,2025-02-09,Signature Hoodie,2,178.0,United States,3PL_Central,Carrier_C,none,6.86,3.5,5,False,False,none
ORD000886,2025-03-13,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_A,none,7.06,4.0,5,False,False,none
ORD000887,2025-03-16,Weighted Tee,4,183.6,United States,3PL_East,Carrier_B,holiday_sale,10.09,4.5,5,False,False,none
ORD000888,2025-01-27,Signature Hoodie,2,142.4,United States,3PL_East,Carrier_B,influencer_drop,6.24,5.1,5,True,False,none
ORD000889,2025-02-02,Zip Hoodie,3,288.0,United States,3PL_Central,Carrier_B,none,7.74,4.9,5,False,False,none
ORD000890,2025-05-08,Signature Hoodie,3,267.0,Germany,3PL_International,Passport_Global,none,21.35,3.8,9,False,False,none
ORD000891,2025-03-07,Cloud Sweatpants,2,132.6,Australia,3PL_International,Passport_Global,email_drop,18.81,5.8,9,False,False,none
ORD000892,2025-06-24,Lounge Set,1,120.7,United States,3PL_West,Carrier_A,holiday_sale,5.33,5.0,5,False,False,none
ORD000893,2025-02-18,Weighted Tee,1,54.0,Germany,3PL_International,Passport_Global,none,19.91,4.3,9,False,False,none
ORD000894,2025-01-20,Signature Hoodie,1,89.0,Canada,3PL_International,Passport_Global,none,17.76,4.8,9,False,True,changed_mind
ORD000895,2025-05-22,Lounge Set,1,120.7,United States,3PL_East,Carrier_A,email_drop,6.79,4.6,5,False,False,none
ORD000896,2025-06-13,Signature Hoodie,1,75.65,United Kingdom,3PL_International,Passport_Global,email_drop,17.35,5.1,9,False,False,none
ORD000897,2025-02-25,Lounge Set,1,142.0,Australia,3PL_International,Passport_Global,none,17.44,4.2,9,False,False,none
ORD000898,2025-02-10,Signature Hoodie,2,151.3,United States,3PL_West,Carrier_A,holiday_sale,4.95,5.3,5,True,False,none
ORD000899,2025-02-07,Cloud Sweatpants,1,66.3,Canada,3PL_International,Passport_Global,influencer_drop,18.29,5.5,9,False,False,none
ORD000900,2025-04-05,Zip Hoodie,1,81.6,United States,3PL_East,Carrier_A,email_drop,5.97,4.5,5,False,False,none
ORD000901,2025-03-27,Lounge Set,2,241.4,United States,3PL_West,Carrier_A,email_drop,6.62,5.0,5,False,False,none
ORD000902,2025-02-22,Lounge Set,1,113.6,United States,3PL_West,Carrier_D,email_drop,7.57,2.0,5,False,True,late_delivery
ORD000903,2025-01-10,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_C,none,6.1,4.3,5,False,False,none
ORD000904,2025-03-29,Lounge Set,1,142.0,United States,3PL_Central,Carrier_B,none,4.21,2.6,5,False,False,none
ORD000905,2025-06-24,Signature Hoodie,3,240.3,United States,3PL_East,Carrier_A,email_drop,7.76,4.5,5,False,False,none
ORD000906,2025-05-02,Signature Hoodie,4,356.0,Canada,3PL_International,Passport_Global,none,22.58,3.3,9,False,False,none
ORD000907,2025-03-31,Signature Hoodie,2,178.0,Canada,3PL_International,Passport_Global,none,18.72,5.3,9,False,False,none
ORD000908,2025-01-23,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_B,none,4.3,2.5,5,False,False,none
ORD000909,2025-02-20,Signature Hoodie,2,151.3,United States,3PL_West,Carrier_C,email_drop,7.42,3.8,5,False,False,none
ORD000910,2025-03-01,Zip Hoodie,1,86.4,United States,3PL_West,Carrier_B,email_drop,5.52,3.3,5,False,False,none
ORD000911,2025-05-24,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_C,none,5.38,4.4,5,False,False,none
ORD000912,2025-06-12,Cloud Sweatpants,4,312.0,United States,3PL_Central,Carrier_A,none,8.52,4.7,5,False,True,fit_issue
ORD000913,2025-06-16,Signature Hoodie,3,267.0,Australia,3PL_International,Passport_Global,none,20.84,4.7,9,False,False,none
ORD000914,2025-06-28,Zip Hoodie,3,259.2,United States,3PL_Central,Carrier_D,product_launch,9.06,5.4,5,True,False,none
ORD000915,2025-06-28,Signature Hoodie,2,160.2,United States,3PL_West,Carrier_D,holiday_sale,9.51,6.9,5,True,False,none
ORD000916,2025-06-23,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_A,none,6.62,3.3,5,False,False,none
ORD000917,2025-01-15,Zip Hoodie,4,384.0,United States,3PL_East,Carrier_A,none,9.66,3.8,5,False,False,none
ORD000918,2025-01-28,Weighted Tee,2,97.2,United States,3PL_West,Carrier_B,email_drop,7.27,4.7,5,False,False,none
ORD000919,2025-03-02,Weighted Tee,2,108.0,United States,3PL_East,Carrier_B,none,5.61,5.0,5,False,False,none
ORD000920,2025-04-12,Signature Hoodie,1,80.1,United States,3PL_East,Carrier_C,product_launch,5.78,3.8,5,False,False,none
ORD000921,2025-01-20,Weighted Tee,4,216.0,United Kingdom,3PL_International,Passport_Global,none,21.04,5.2,9,False,False,none
ORD000922,2025-06-07,Zip Hoodie,3,288.0,United States,3PL_West,Carrier_B,none,8.23,3.3,5,False,False,none
ORD000923,2025-04-24,Lounge Set,1,142.0,United States,3PL_East,Carrier_A,none,5.35,4.4,5,False,False,none
ORD000924,2025-04-09,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_D,none,5.69,3.1,5,False,False,none
ORD000925,2025-02-03,Signature Hoodie,4,356.0,United States,3PL_East,Carrier_A,none,9.48,4.6,5,False,False,none
ORD000926,2025-02-20,Signature Hoodie,4,320.4,United States,3PL_Central,Carrier_D,influencer_drop,8.86,3.7,5,False,False,none
ORD000927,2025-02-02,Lounge Set,1,142.0,Canada,3PL_International,Passport_Global,none,17.91,4.2,9,False,False,none
ORD000928,2025-06-08,Signature Hoodie,1,89.0,Australia,3PL_International,Passport_Global,none,19.32,5.3,9,False,False,none
ORD000929,2025-04-18,Signature Hoodie,3,240.3,United States,3PL_West,Carrier_C,email_drop,8.82,3.3,5,False,False,none
ORD000930,2025-05-18,Cloud Sweatpants,2,140.4,United States,3PL_West,Carrier_A,influencer_drop,6.87,3.0,5,False,False,none
ORD000931,2025-03-01,Weighted Tee,4,216.0,United States,3PL_East,Carrier_A,none,8.44,2.5,5,False,False,none
ORD000932,2025-03-12,Cloud Sweatpants,2,156.0,United States,3PL_West,Carrier_B,none,6.5,2.9,5,False,False,none
ORD000933,2025-03-17,Zip Hoodie,2,192.0,Australia,3PL_International,Passport_Global,none,19.79,4.0,9,False,False,none
ORD000934,2025-05-23,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_B,none,4.77,4.1,5,False,False,none
ORD000935,2025-05-25,Lounge Set,2,227.2,United States,3PL_East,Carrier_A,influencer_drop,6.88,2.6,5,False,False,none
ORD000936,2025-02-11,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_B,none,4.72,1.3,5,False,False,none
ORD000937,2025-06-22,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_B,none,5.17,2.4,5,False,False,none
ORD000938,2025-01-25,Cloud Sweatpants,3,210.6,United States,3PL_East,Carrier_A,influencer_drop,7.32,4.7,5,False,False,none
ORD000939,2025-06-15,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_A,none,5.73,4.4,5,False,False,none
ORD000940,2025-01-21,Zip Hoodie,1,96.0,Australia,3PL_International,Passport_Global,none,18.24,6.7,9,False,False,none
ORD000941,2025-02-23,Zip Hoodie,4,384.0,United States,3PL_Central,Carrier_B,none,10.57,3.2,5,False,False,none
ORD000942,2025-06-07,Signature Hoodie,4,284.8,Canada,3PL_International,Passport_Global,product_launch,21.13,5.4,9,False,False,none
ORD000943,2025-02-06,Signature Hoodie,2,151.3,United States,3PL_West,Carrier_C,email_drop,6.81,1.9,5,False,False,none
ORD000944,2025-03-19,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_A,none,6.34,5.5,5,True,False,none
ORD000945,2025-03-24,Signature Hoodie,1,71.2,United States,3PL_East,Carrier_C,email_drop,5.38,4.9,5,False,False,none
ORD000946,2025-02-19,Lounge Set,2,284.0,United States,3PL_East,Carrier_B,none,6.63,4.1,5,False,False,none
ORD000947,2025-05-13,Zip Hoodie,2,192.0,Germany,3PL_International,Passport_Global,none,19.44,3.5,9,False,False,none
ORD000948,2025-06-08,Signature Hoodie,2,178.0,Canada,3PL_International,Passport_Global,none,18.41,4.4,9,False,False,none
ORD000949,2025-06-12,Signature Hoodie,3,267.0,United States,3PL_Central,Carrier_C,none,7.86,3.8,5,False,False,none
ORD000950,2025-03-07,Lounge Set,2,284.0,United States,3PL_West,Carrier_B,none,5.9,6.2,5,True,False,none
ORD000951,2025-04-07,Lounge Set,2,255.6,United States,3PL_East,Carrier_A,product_launch,6.3,5.2,5,True,False,none
ORD000952,2025-02-19,Weighted Tee,2,108.0,United States,3PL_West,Carrier_A,none,8.27,3.7,5,False,False,none
ORD000953,2025-02-19,Signature Hoodie,3,226.95,United States,3PL_East,Carrier_B,influencer_drop,7.58,3.9,5,False,True,changed_mind
ORD000954,2025-02-02,Cloud Sweatpants,3,198.9,United States,3PL_East,Carrier_D,email_drop,9.68,3.2,5,False,False,none
ORD000955,2025-06-21,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_B,none,3.28,2.1,5,False,False,none
ORD000956,2025-06-14,Lounge Set,2,284.0,United Kingdom,3PL_International,Passport_Global,none,19.3,4.3,9,False,False,none
ORD000957,2025-05-26,Cloud Sweatpants,4,312.0,United States,3PL_East,Carrier_B,none,10.43,2.5,5,False,False,none
ORD000958,2025-04-04,Zip Hoodie,2,192.0,United States,3PL_West,Carrier_B,none,5.87,1.4,5,False,False,none
ORD000959,2025-03-30,Signature Hoodie,2,178.0,Australia,3PL_International,Passport_Global,none,19.82,4.9,9,False,False,none
ORD000960,2025-04-07,Lounge Set,2,227.2,United States,3PL_Central,Carrier_C,product_launch,6.05,3.9,5,False,False,none
ORD000961,2025-04-08,Signature Hoodie,2,160.2,United States,3PL_East,Carrier_B,holiday_sale,5.23,4.6,5,False,False,none
ORD000962,2025-03-22,Lounge Set,1,142.0,United States,3PL_West,Carrier_C,none,5.05,3.2,5,False,False,none
ORD000963,2025-01-27,Signature Hoodie,4,356.0,United States,3PL_Central,Carrier_A,none,8.3,3.9,5,False,False,none
ORD000964,2025-01-26,Lounge Set,1,142.0,United States,3PL_Central,Carrier_A,none,5.49,3.8,5,False,False,none
ORD000965,2025-06-23,Signature Hoodie,3,213.6,United States,3PL_Central,Carrier_B,product_launch,7.46,4.8,5,False,False,none
ORD000966,2025-03-29,Zip Hoodie,1,96.0,United States,3PL_West,Carrier_B,none,4.6,4.1,5,False,False,none
ORD000967,2025-06-23,Lounge Set,1,142.0,United States,3PL_Central,Carrier_B,none,5.83,5.2,5,True,False,none
ORD000968,2025-02-02,Cloud Sweatpants,2,124.8,United States,3PL_West,Carrier_C,email_drop,7.49,4.7,5,False,False,none
ORD000969,2025-04-12,Signature Hoodie,2,178.0,United States,3PL_East,Carrier_C,none,7.07,5.0,5,False,False,none
ORD000970,2025-02-11,Signature Hoodie,4,356.0,Canada,3PL_International,Passport_Global,none,21.39,4.0,9,False,False,none
ORD000971,2025-02-20,Signature Hoodie,1,71.2,United States,3PL_Central,Carrier_A,email_drop,5.34,3.1,5,False,False,none
ORD000972,2025-01-06,Zip Hoodie,1,96.0,United States,3PL_Central,Carrier_B,none,5.87,2.7,5,False,False,none
ORD000973,2025-01-24,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_B,none,4.96,2.5,5,False,False,none
ORD000974,2025-06-18,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_B,none,7.22,4.3,5,False,False,none
ORD000975,2025-03-05,Signature Hoodie,1,89.0,United States,3PL_East,Carrier_A,none,4.37,2.6,5,False,False,none
ORD000976,2025-04-23,Signature Hoodie,1,71.2,United States,3PL_West,Carrier_D,product_launch,5.8,4.5,5,False,False,none
ORD000977,2025-03-27,Signature Hoodie,4,356.0,United States,3PL_West,Carrier_A,none,9.34,4.4,5,False,False,none
ORD000978,2025-03-17,Zip Hoodie,2,172.8,United States,3PL_East,Carrier_D,influencer_drop,7.49,4.5,5,False,False,none
ORD000979,2025-04-07,Signature Hoodie,2,178.0,United States,3PL_West,Carrier_C,none,5.95,4.5,5,False,False,none
ORD000980,2025-02-07,Weighted Tee,3,137.7,United States,3PL_West,Carrier_B,email_drop,6.87,4.3,5,False,False,none
ORD000981,2025-06-29,Zip Hoodie,1,81.6,United States,3PL_Central,Carrier_A,product_launch,5.88,4.4,5,False,False,none
ORD000982,2025-06-03,Cloud Sweatpants,3,234.0,United States,3PL_Central,Carrier_B,none,7.06,4.6,5,False,False,none
ORD000983,2025-05-19,Lounge Set,4,482.8,United States,3PL_East,Carrier_A,product_launch,9.96,4.5,5,False,False,none
ORD000984,2025-03-27,Zip Hoodie,3,244.8,United States,3PL_East,Carrier_D,email_drop,10.11,3.6,5,False,False,none
ORD000985,2025-01-31,Cloud Sweatpants,1,66.3,United States,3PL_East,Carrier_A,email_drop,5.61,2.3,5,False,False,none
ORD000986,2025-06-19,Signature Hoodie,3,267.0,United States,3PL_East,Carrier_B,none,8.98,3.3,5,False,False,none
ORD000987,2025-03-08,Zip Hoodie,1,81.6,United States,3PL_West,Carrier_B,email_drop,4.65,3.9,5,False,False,none
ORD000988,2025-01-11,Signature Hoodie,1,89.0,United States,3PL_West,Carrier_A,none,5.5,2.6,5,False,False,none
ORD000989,2025-03-08,Cloud Sweatpants,2,140.4,United States,3PL_East,Carrier_B,product_launch,4.72,3.7,5,False,False,none
