call_id,customer_id,agent_use_case,intent,contained,escalated,customer_sentiment,minutes_saved,revenue_influenced
C002-0220,C002,renewal reminder,eligibility,1,0,4.01,4,0
C002-0221,C002,appointment scheduling,purchase intent,1,0,4.02,3,0
C002-0222,C002,renewal reminder,purchase intent,1,0,2.51,11,0
C002-0223,C002,support triage,eligibility,0,1,3.08,0,0
C002-0224,C002,support triage,eligibility,1,0,3.69,12,0
C002-0225,C002,appointment scheduling,technical issue,0,0,2.55,4,0
C002-0226,C002,support triage,eligibility,1,0,3.74,4,0
C002-0227,C002,support triage,eligibility,1,0,2.91,10,0
C002-0228,C002,renewal reminder,pricing,1,0,4.44,3,0
C002-0229,C002,appointment scheduling,cancel,1,0,3.07,5,0
C002-0230,C002,support triage,eligibility,1,0,2.74,4,0
C002-0231,C002,appointment scheduling,pricing,1,0,4.0,3,0
C002-0232,C002,sales qualification,eligibility,0,0,2.28,1,0
C002-0233,C002,sales qualification,reschedule,1,0,2.88,8,1500
C002-0234,C002,support triage,eligibility,0,1,2.01,2,0
C002-0235,C002,renewal reminder,technical issue,0,0,1.89,4,0
C002-0236,C002,sales qualification,pricing,1,0,3.46,6,1000
C002-0237,C002,support triage,reschedule,1,0,3.36,3,0
C002-0238,C002,appointment scheduling,cancel,1,0,3.37,11,0
C002-0239,C002,renewal reminder,pricing,1,0,4.06,9,0
C002-0240,C002,appointment scheduling,technical issue,1,0,3.43,7,0
C002-0241,C002,appointment scheduling,purchase intent,1,0,2.58,3,0
C002-0242,C002,appointment scheduling,pricing,0,0,2.81,1,0
C002-0243,C002,appointment scheduling,eligibility,1,0,4.39,10,0
C002-0244,C002,renewal reminder,cancel,0,0,1.72,1,0
C003-0000,C003,appointment scheduling,purchase intent,1,0,4.21,5,0
C003-0001,C003,sales qualification,pricing,1,0,4.09,11,0
C003-0002,C003,appointment scheduling,purchase intent,0,1,1.79,2,0
C003-0003,C003,support triage,purchase intent,1,0,2.8,9,0
C003-0004,C003,appointment scheduling,technical issue,1,0,4.53,5,0
C003-0005,C003,appointment scheduling,purchase intent,1,0,3.38,8,0
C003-0006,C003,renewal reminder,technical issue,1,0,4.19,6,0
C003-0007,C003,renewal reminder,reschedule,1,0,4.01,7,0
C003-0008,C003,support triage,reschedule,1,0,3.96,3,0
C003-0009,C003,renewal reminder,reschedule,1,0,2.89,7,0
C003-0010,C003,sales qualification,purchase intent,1,0,2.59,5,500
C003-0011,C003,sales qualification,purchase intent,0,1,3.25,4,0
C003-0012,C003,appointment scheduling,purchase intent,0,0,3.07,2,0
C003-0013,C003,support triage,purchase intent,0,0,3.35,0,0
C003-0014,C003,support triage,cancel,0,0,2.95,0,0
C003-0015,C003,renewal reminder,eligibility,0,1,3.4,1,0
C003-0016,C003,appointment scheduling,technical issue,1,0,3.34,10,0
C003-0017,C003,appointment scheduling,purchase intent,1,0,4.27,10,0
C003-0018,C003,support triage,eligibility,0,0,2.26,1,0
C003-0019,C003,renewal reminder,eligibility,0,0,3.3,2,0
C003-0020,C003,sales qualification,eligibility,1,0,4.83,7,250
C003-0021,C003,sales qualification,technical issue,0,0,2.12,0,0
C003-0022,C003,sales qualification,purchase intent,0,0,1.67,3,0
C003-0023,C003,renewal reminder,eligibility,1,0,3.08,10,0
C003-0024,C003,sales qualification,reschedule,0,1,2.8,1,0
C003-0025,C003,sales qualification,technical issue,1,0,4.46,5,1500
C003-0026,C003,sales qualification,technical issue,0,1,3.08,1,0
C003-0027,C003,support triage,reschedule,0,0,2.12,0,0
C003-0028,C003,support triage,purchase intent,0,1,1.79,2,0
C003-0029,C003,renewal reminder,technical issue,0,0,2.05,4,0
C003-0030,C003,appointment scheduling,pricing,1,0,3.84,3,0
C003-0031,C003,renewal reminder,purchase intent,0,1,1.57,2,0
C003-0032,C003,appointment scheduling,technical issue,1,0,3.67,10,0
C003-0033,C003,sales qualification,pricing,0,1,1.42,2,0
C003-0034,C003,appointment scheduling,purchase intent,1,0,2.69,3,0
C003-0035,C003,support triage,reschedule,0,0,1.99,4,0
C003-0036,C003,sales qualification,purchase intent,1,0,4.23,12,500
C003-0037,C003,appointment scheduling,cancel,1,0,4.05,8,0
C003-0038,C003,sales qualification,cancel,1,0,3.82,6,500
C003-0039,C003,support triage,purchase intent,1,0,3.86,9,0
C003-0040,C003,support triage,purchase intent,0,1,2.25,1,0
C003-0041,C003,appointment scheduling,reschedule,1,0,4.0,6,0
C003-0042,C003,sales qualification,pricing,1,0,4.03,3,1000
C003-0043,C003,renewal reminder,cancel,1,0,3.02,3,0
C003-0044,C003,support triage,pricing,0,1,1.69,0,0
C003-0045,C003,renewal reminder,purchase intent,0,0,2.28,1,0
C003-0046,C003,sales qualification,purchase intent,1,0,2.51,8,1500
C003-0047,C003,sales qualification,technical issue,1,0,3.8,9,1500
C003-0048,C003,sales qualification,pricing,0,0,3.02,2,0
C003-0049,C003,appointment scheduling,cancel,1,0,3.51,10,0
C003-0050,C003,sales qualification,reschedule,1,0,3.32,6,0
C003-0051,C003,renewal reminder,cancel,0,0,2.72,4,0
C003-0052,C003,renewal reminder,technical issue,1,0,3.08,9,0
C003-0053,C003,appointment scheduling,reschedule,1,0,2.93,11,0
C003-0054,C003,support triage,purchase intent,1,0,4.51,4,0
C003-0055,C003,sales qualification,reschedule,1,0,3.1,11,1000
C003-0056,C003,renewal reminder,pricing,1,0,3.87,11,0
C003-0057,C003,support triage,reschedule,0,0,3.0,4,0
C003-0058,C003,support triage,purchase intent,0,0,2.32,3,0
C003-0059,C003,sales qualification,pricing,0,0,2.53,1,0
C003-0060,C003,appointment scheduling,pricing,0,0,2.21,2,0
C003-0061,C003,support triage,reschedule,1,0,3.93,10,0
C003-0062,C003,appointment scheduling,pricing,1,0,2.83,12,0
C003-0063,C003,sales qualification,purchase intent,0,1,1.74,2,0
C003-0064,C003,support triage,eligibility,0,0,1.88,4,0
C003-0065,C003,appointment scheduling,cancel,0,0,3.03,0,0
C003-0066,C003,appointment scheduling,pricing,1,0,4.43,3,0
C003-0067,C003,sales qualification,pricing,1,0,2.96,12,1000
C003-0068,C003,renewal reminder,pricing,1,0,2.55,4,0
C003-0069,C003,appointment scheduling,cancel,1,0,3.83,9,0
C003-0070,C003,sales qualification,purchase intent,0,1,2.48,2,0
C003-0071,C003,renewal reminder,reschedule,1,0,3.32,10,0
C003-0072,C003,renewal reminder,eligibility,0,0,1.55,4,0
C003-0073,C003,renewal reminder,technical issue,0,0,2.79,3,0
C003-0074,C003,sales qualification,eligibility,0,0,2.12,1,0
C003-0075,C003,appointment scheduling,cancel,0,0,1.82,3,0
C003-0076,C003,appointment scheduling,cancel,1,0,3.43,8,0
C003-0077,C003,support triage,reschedule,1,0,3.66,3,0
C003-0078,C003,sales qualification,purchase intent,1,0,4.87,5,0
C003-0079,C003,sales qualification,cancel,1,0,3.16,8,1500
C003-0080,C003,sales qualification,pricing,0,0,3.23,1,0
C003-0081,C003,renewal reminder,cancel,1,0,4.02,7,0
C003-0082,C003,sales qualification,cancel,0,0,2.76,2,0
C003-0083,C003,appointment scheduling,cancel,1,0,4.02,11,0
C003-0084,C003,renewal reminder,purchase intent,1,0,4.19,8,0
C003-0085,C003,renewal reminder,reschedule,1,0,4.65,8,0
C003-0086,C003,sales qualification,technical issue,1,0,2.52,10,1000
C003-0087,C003,renewal reminder,reschedule,1,0,3.23,12,0
C003-0088,C003,support triage,cancel,1,0,4.23,12,0
C003-0089,C003,appointment scheduling,pricing,1,0,2.96,12,0
C003-0090,C003,sales qualification,cancel,1,0,3.35,9,1000
C003-0091,C003,support triage,cancel,0,1,3.2,2,0
C003-0092,C003,support triage,pricing,0,1,1.87,1,0
C003-0093,C003,support triage,eligibility,1,0,2.98,7,0
C003-0094,C003,support triage,reschedule,1,0,4.26,12,0
C003-0095,C003,support triage,eligibility,1,0,4.44,8,0
C003-0096,C003,sales qualification,purchase intent,1,0,3.15,8,0
C003-0097,C003,support triage,purchase intent,1,0,3.28,3,0
C003-0098,C003,renewal reminder,cancel,1,0,4.13,5,0
C003-0099,C003,support triage,eligibility,0,0,1.57,2,0
C003-0100,C003,renewal reminder,technical issue,0,1,1.91,0,0
C003-0101,C003,support triage,eligibility,0,1,1.51,2,0
C003-0102,C003,sales qualification,eligibility,1,0,2.87,4,250
C003-0103,C003,appointment scheduling,purchase intent,0,1,2.09,4,0
C003-0104,C003,sales qualification,eligibility,0,1,1.86,2,0
C003-0105,C003,renewal reminder,eligibility,0,1,2.7,3,0
C003-0106,C003,appointment scheduling,cancel,1,0,3.77,5,0
C003-0107,C003,appointment scheduling,purchase intent,1,0,3.64,8,0
C003-0108,C003,sales qualification,pricing,0,0,2.2,0,0
C003-0109,C003,sales qualification,eligibility,1,0,3.8,5,250
C003-0110,C003,appointment scheduling,reschedule,0,1,2.88,1,0
C003-0111,C003,support triage,technical issue,1,0,4.2,10,0
C003-0112,C003,sales qualification,technical issue,0,1,3.2,3,0
C003-0113,C003,sales qualification,purchase intent,1,0,4.67,3,0
C003-0114,C003,support triage,cancel,0,1,2.75,0,0
C003-0115,C003,sales qualification,technical issue,0,1,3.21,1,0
C003-0116,C003,support triage,technical issue,1,0,3.13,6,0
C003-0117,C003,sales qualification,purchase intent,1,0,3.28,7,1000
C003-0118,C003,appointment scheduling,eligibility,0,1,1.83,1,0
C003-0119,C003,renewal reminder,reschedule,0,1,3.31,2,0
C003-0120,C003,appointment scheduling,reschedule,1,0,2.51,5,0
C003-0121,C003,appointment scheduling,technical issue,1,0,3.93,6,0
C003-0122,C003,support triage,purchase intent,0,0,3.1,2,0
C003-0123,C003,support triage,reschedule,0,1,1.76,2,0
C003-0124,C003,support triage,pricing,0,0,3.35,1,0
C003-0125,C003,appointment scheduling,pricing,1,0,4.27,5,0
C003-0126,C003,renewal reminder,purchase intent,0,0,2.23,3,0
C003-0127,C003,appointment scheduling,reschedule,0,0,2.57,0,0
C003-0128,C003,support triage,eligibility,1,0,3.93,9,0
C003-0129,C003,support triage,cancel,0,0,3.38,0,0
C003-0130,C003,support triage,reschedule,1,0,3.67,11,0
C003-0131,C003,renewal reminder,eligibility,1,0,3.04,5,0
C003-0132,C003,support triage,pricing,1,0,4.51,8,0
C003-0133,C003,sales qualification,cancel,0,0,2.86,1,0
C003-0134,C003,support triage,pricing,1,0,2.67,6,0
C003-0135,C003,support triage,cancel,1,0,3.84,7,0
C003-0136,C003,support triage,technical issue,1,0,2.6,11,0
C003-0137,C003,appointment scheduling,purchase intent,1,0,4.16,7,0
C003-0138,C003,renewal reminder,technical issue,1,0,3.8,5,0
C003-0139,C003,renewal reminder,purchase intent,0,1,3.01,0,0
C003-0140,C003,sales qualification,purchase intent,0,1,2.79,3,0
C003-0141,C003,sales qualification,eligibility,0,0,1.57,0,0
C003-0142,C003,support triage,purchase intent,1,0,3.84,10,0
C003-0143,C003,appointment scheduling,technical issue,1,0,3.89,10,0
C003-0144,C003,appointment scheduling,reschedule,1,0,4.89,9,0
C003-0145,C003,appointment scheduling,cancel,0,1,3.35,4,0
C003-0146,C003,appointment scheduling,purchase intent,1,0,4.41,6,0
C003-0147,C003,appointment scheduling,purchase intent,1,0,4.52,8,0
C003-0148,C003,renewal reminder,pricing,1,0,4.9,11,0
C003-0149,C003,appointment scheduling,cancel,1,0,3.77,6,0
C003-0150,C003,sales qualification,purchase intent,1,0,4.09,3,250
C003-0151,C003,appointment scheduling,technical issue,1,0,4.5,4,0
C003-0152,C003,renewal reminder,pricing,1,0,3.1,8,0
C003-0153,C003,appointment scheduling,cancel,1,0,3.75,10,0
C003-0154,C003,support triage,technical issue,1,0,3.2,4,0
C003-0155,C003,renewal reminder,reschedule,1,0,4.25,11,0
C003-0156,C003,sales qualification,eligibility,1,0,2.81,6,1000
C004-0000,C004,renewal reminder,cancel,1,0,4.21,9,0
C004-0001,C004,renewal reminder,cancel,1,0,4.45,6,0
C004-0002,C004,renewal reminder,reschedule,0,0,3.25,4,0
C004-0003,C004,appointment scheduling,pricing,1,0,2.99,4,0
C004-0004,C004,renewal reminder,technical issue,1,0,3.76,3,0
C004-0005,C004,support triage,technical issue,1,0,3.61,9,0
C004-0006,C004,renewal reminder,technical issue,0,0,3.18,3,0
C004-0007,C004,renewal reminder,pricing,1,0,4.31,6,0
C004-0008,C004,sales qualification,eligibility,1,0,2.6,8,500
C004-0009,C004,renewal reminder,pricing,0,0,1.58,4,0
C004-0010,C004,support triage,reschedule,1,0,2.71,12,0
C004-0011,C004,renewal reminder,purchase intent,1,0,4.13,8,0
C004-0012,C004,renewal reminder,reschedule,0,1,3.09,3,0
C004-0013,C004,support triage,reschedule,0,0,2.04,4,0
C004-0014,C004,support triage,eligibility,1,0,3.79,7,0
C004-0015,C004,support triage,cancel,1,0,3.11,11,0
C004-0016,C004,renewal reminder,pricing,1,0,3.51,7,0
C004-0017,C004,appointment scheduling,technical issue,1,0,3.41,11,0
C004-0018,C004,appointment scheduling,reschedule,1,0,2.82,11,0
C004-0019,C004,appointment scheduling,reschedule,0,1,2.82,2,0
C004-0020,C004,appointment scheduling,eligibility,1,0,4.71,3,0
C004-0021,C004,appointment scheduling,eligibility,1,0,2.66,8,0
C004-0022,C004,support triage,cancel,1,0,4.41,6,0
C004-0023,C004,sales qualification,purchase intent,0,1,2.21,3,0
C004-0024,C004,sales qualification,purchase intent,0,0,1.76,0,0
C004-0025,C004,support triage,eligibility,1,0,4.61,10,0
C004-0026,C004,sales qualification,technical issue,1,0,4.23,6,250
C004-0027,C004,appointment scheduling,purchase intent,0,0,1.69,1,0
C004-0028,C004,support triage,pricing,1,0,2.98,3,0
C004-0029,C004,renewal reminder,purchase intent,1,0,4.5,10,0
C004-0030,C004,renewal reminder,purchase intent,1,0,2.64,5,0
C004-0031,C004,support triage,reschedule,1,0,3.57,12,0
C004-0032,C004,appointment scheduling,cancel,0,0,2.02,2,0
C004-0033,C004,sales qualification,technical issue,1,0,4.42,3,250
C004-0034,C004,appointment scheduling,reschedule,1,0,4.04,11,0
C004-0035,C004,support triage,reschedule,1,0,2.86,9,0
C004-0036,C004,appointment scheduling,cancel,1,0,2.77,4,0
C004-0037,C004,sales qualification,cancel,0,0,1.98,0,0
C004-0038,C004,renewal reminder,cancel,0,0,1.8,2,0
C004-0039,C004,support triage,reschedule,1,0,3.63,12,0
C004-0040,C004,appointment scheduling,pricing,1,0,3.94,8,0
C004-0041,C004,sales qualification,cancel,0,1,1.5,2,0
C004-0042,C004,renewal reminder,cancel,1,0,3.29,5,0
C004-0043,C004,support triage,purchase intent,0,1,3.02,4,0
C004-0044,C004,renewal reminder,reschedule,1,0,3.82,12,0
C004-0045,C004,renewal reminder,eligibility,1,0,2.58,12,0
C004-0046,C004,support triage,technical issue,1,0,4.17,12,0
C004-0047,C004,appointment scheduling,purchase intent,1,0,4.25,5,0
C004-0048,C004,appointment scheduling,cancel,1,0,4.76,3,0
C004-0049,C004,renewal reminder,pricing,1,0,3.13,6,0
C004-0050,C004,support triage,eligibility,1,0,3.15,4,0
C004-0051,C004,appointment scheduling,eligibility,1,0,2.89,3,0
C004-0052,C004,appointment scheduling,technical issue,1,0,2.97,11,0
C004-0053,C004,sales qualification,eligibility,0,0,2.85,4,0
C004-0054,C004,sales qualification,pricing,0,0,1.61,3,0
C004-0055,C004,sales qualification,reschedule,0,0,1.57,1,0
C004-0056,C004,appointment scheduling,eligibility,0,1,2.19,0,0
C004-0057,C004,appointment scheduling,purchase intent,1,0,2.79,12,0
C004-0058,C004,sales qualification,purchase intent,1,0,3.93,3,1500
C004-0059,C004,sales qualification,pricing,1,0,3.31,6,0
C004-0060,C004,sales qualification,technical issue,0,1,1.57,4,0
C004-0061,C004,sales qualification,technical issue,1,0,4.76,3,1000
C004-0062,C004,support triage,purchase intent,0,0,2.87,1,0
C004-0063,C004,sales qualification,reschedule,0,0,1.81,2,0
C004-0064,C004,support triage,eligibility,0,1,1.48,2,0
C004-0065,C004,support triage,purchase intent,0,0,1.8,0,0
C004-0066,C004,appointment scheduling,cancel,0,0,2.7,4,0
C004-0067,C004,sales qualification,purchase intent,0,1,2.75,3,0
C004-0068,C004,sales qualification,pricing,1,0,4.16,10,500
C004-0069,C004,sales qualification,cancel,1,0,4.48,12,1500
C004-0070,C004,support triage,cancel,1,0,4.38,6,0
C004-0071,C004,sales qualification,technical issue,1,0,3.6,12,250
C004-0072,C004,support triage,purchase intent,1,0,4.38,8,0
C004-0073,C004,renewal reminder,purchase intent,1,0,2.71,8,0
C004-0074,C004,renewal reminder,eligibility,0,0,2.0,0,0
C004-0075,C004,support triage,eligibility,0,1,2.24,2,0
C004-0076,C004,renewal reminder,pricing,1,0,3.81,8,0
C004-0077,C004,renewal reminder,pricing,0,0,1.98,2,0
C004-0078,C004,sales qualification,eligibility,0,1,2.21,1,0
C004-0079,C004,support triage,technical issue,1,0,4.01,5,0
C004-0080,C004,renewal reminder,cancel,1,0,4.8,5,0
C004-0081,C004,sales qualification,cancel,1,0,4.46,10,1000
C004-0082,C004,appointment scheduling,reschedule,0,0,3.11,3,0
C004-0083,C004,support triage,reschedule,1,0,2.92,10,0
C004-0084,C004,appointment scheduling,purchase intent,0,0,3.37,4,0
C004-0085,C004,renewal reminder,cancel,1,0,4.31,9,0
C004-0086,C004,support triage,cancel,1,0,3.29,7,0
C004-0087,C004,appointment scheduling,purchase intent,1,0,4.2,9,0
C004-0088,C004,support triage,purchase intent,0,1,2.39,0,0
C004-0089,C004,support triage,technical issue,0,0,2.51,2,0
C004-0090,C004,sales qualification,cancel,0,1,1.47,3,0
C004-0091,C004,sales qualification,reschedule,1,0,4.75,6,500
C004-0092,C004,support triage,purchase intent,0,0,2.89,2,0
C004-0093,C004,sales qualification,eligibility,1,0,3.81,9,1000
C004-0094,C004,support triage,purchase intent,0,1,2.39,2,0
C004-0095,C004,appointment scheduling,technical issue,1,0,4.5,3,0
C004-0096,C004,appointment scheduling,pricing,0,0,2.43,1,0
C004-0097,C004,appointment scheduling,pricing,0,0,2.76,4,0
C004-0098,C004,appointment scheduling,reschedule,0,1,3.32,2,0
C004-0099,C004,appointment scheduling,cancel,0,1,1.79,3,0
C004-0100,C004,renewal reminder,technical issue,1,0,3.12,8,0
C004-0101,C004,renewal reminder,reschedule,0,1,1.93,4,0
C004-0102,C004,renewal reminder,reschedule,1,0,3.48,8,0
C004-0103,C004,support triage,technical issue,1,0,4.32,11,0
C004-0104,C004,renewal reminder,purchase intent,0,1,2.18,3,0
C004-0105,C004,appointment scheduling,pricing,0,0,1.92,0,0
C004-0106,C004,appointment scheduling,cancel,1,0,4.76,6,0
C004-0107,C004,support triage,purchase intent,0,0,2.91,3,0
C004-0108,C004,support triage,purchase intent,0,0,2.69,0,0
C004-0109,C004,renewal reminder,purchase intent,1,0,4.76,8,0
C004-0110,C004,renewal reminder,cancel,1,0,4.43,5,0
C004-0111,C004,sales qualification,reschedule,1,0,3.75,6,500
C004-0112,C004,appointment scheduling,pricing,1,0,4.72,11,0
C004-0113,C004,support triage,technical issue,0,0,2.56,1,0
C004-0114,C004,appointment scheduling,purchase intent,0,0,1.7,1,0
C004-0115,C004,support triage,purchase intent,0,0,2.89,3,0
C004-0116,C004,appointment scheduling,purchase intent,1,0,4.19,9,0
C004-0117,C004,appointment scheduling,reschedule,0,1,2.62,2,0
C004-0118,C004,support triage,pricing,1,0,3.87,8,0
C004-0119,C004,support triage,cancel,0,0,1.64,1,0
C004-0120,C004,support triage,technical issue,1,0,4.33,7,0
C004-0121,C004,support triage,technical issue,0,0,1.48,0,0
C004-0122,C004,renewal reminder,cancel,1,0,4.01,8,0
C004-0123,C004,sales qualification,cancel,1,0,4.4,12,250
C004-0124,C004,support triage,eligibility,1,0,2.92,7,0
C004-0125,C004,renewal reminder,cancel,1,0,4.79,4,0
C004-0126,C004,support triage,eligibility,1,0,3.73,9,0
C004-0127,C004,sales qualification,eligibility,0,0,3.01,2,0
C004-0128,C004,appointment scheduling,reschedule,1,0,3.65,9,0
C004-0129,C004,renewal reminder,eligibility,0,1,1.78,1,0
C004-0130,C004,support triage,reschedule,1,0,3.18,4,0
C004-0131,C004,support triage,purchase intent,1,0,2.97,6,0
C004-0132,C004,appointment scheduling,cancel,1,0,4.31,3,0
C004-0133,C004,support triage,pricing,1,0,2.99,11,0
C004-0134,C004,appointment scheduling,eligibility,1,0,4.01,8,0
C004-0135,C004,appointment scheduling,reschedule,1,0,2.61,8,0
C004-0136,C004,renewal reminder,cancel,0,1,2.95,0,0
C004-0137,C004,sales qualification,pricing,1,0,4.62,8,1000
C004-0138,C004,appointment scheduling,reschedule,1,0,4.47,4,0
C004-0139,C004,appointment scheduling,cancel,1,0,3.0,3,0
C004-0140,C004,sales qualification,purchase intent,0,1,2.95,3,0
C004-0141,C004,sales qualification,pricing,0,1,1.67,0,0
C004-0142,C004,sales qualification,pricing,0,1,1.46,3,0
C004-0143,C004,support triage,pricing,1,0,3.87,8,0
C004-0144,C004,appointment scheduling,technical issue,1,0,4.62,6,0
C004-0145,C004,support triage,technical issue,1,0,4.67,4,0
C004-0146,C004,support triage,reschedule,1,0,2.8,10,0
C004-0147,C004,renewal reminder,purchase intent,1,0,4.71,10,0
C004-0148,C004,support triage,technical issue,1,0,4.23,5,0
C004-0149,C004,renewal reminder,reschedule,1,0,4.57,10,0
C004-0150,C004,renewal reminder,technical issue,1,0,2.78,12,0
C004-0151,C004,renewal reminder,reschedule,1,0,3.07,3,0
C004-0152,C004,renewal reminder,reschedule,1,0,4.29,3,0
C004-0153,C004,sales qualification,pricing,1,0,4.84,10,0
C004-0154,C004,support triage,reschedule,1,0,4.76,3,0
C004-0155,C004,renewal reminder,pricing,1,0,2.87,10,0
C004-0156,C004,support triage,eligibility,0,0,1.77,1,0
C004-0157,C004,appointment scheduling,technical issue,1,0,4.39,3,0
C004-0158,C004,support triage,eligibility,0,0,2.4,4,0
C004-0159,C004,support triage,purchase intent,0,1,2.31,0,0
C004-0160,C004,sales qualification,reschedule,1,0,4.49,4,1000
C004-0161,C004,sales qualification,pricing,0,0,2.63,4,0
C004-0162,C004,appointment scheduling,reschedule,1,0,2.71,4,0
C004-0163,C004,support triage,cancel,1,0,3.23,5,0
C004-0164,C004,renewal reminder,reschedule,1,0,4.85,3,0
C004-0165,C004,support triage,purchase intent,1,0,2.77,12,0
C004-0166,C004,sales qualification,eligibility,1,0,3.59,12,1000
C004-0167,C004,sales qualification,pricing,0,0,3.23,0,0
C004-0168,C004,sales qualification,pricing,0,1,3.0,1,0
C004-0169,C004,appointment scheduling,cancel,1,0,4.2,7,0
C004-0170,C004,appointment scheduling,reschedule,1,0,3.42,10,0
C004-0171,C004,sales qualification,cancel,0,1,2.92,2,0
C004-0172,C004,sales qualification,reschedule,1,0,3.79,11,500
C004-0173,C004,appointment scheduling,reschedule,0,1,1.4,2,0
C004-0174,C004,support triage,cancel,1,0,2.75,9,0
C004-0175,C004,appointment scheduling,technical issue,1,0,3.79,5,0
C004-0176,C004,sales qualification,reschedule,1,0,4.06,9,1500
C004-0177,C004,support triage,pricing,0,0,1.97,2,0
C004-0178,C004,renewal reminder,eligibility,0,0,2.62,1,0
C004-0179,C004,appointment scheduling,pricing,0,0,2.08,0,0
C004-0180,C004,sales qualification,eligibility,0,0,2.71,0,0
C004-0181,C004,renewal reminder,pricing,1,0,2.65,11,0
C004-0182,C004,support triage,eligibility,1,0,2.68,4,0
C004-0183,C004,renewal reminder,cancel,1,0,3.72,10,0
C004-0184,C004,sales qualification,technical issue,0,1,2.01,1,0
C004-0185,C004,renewal reminder,technical issue,0,0,3.12,2,0
C004-0186,C004,appointment scheduling,reschedule,0,0,2.18,0,0
C004-0187,C004,sales qualification,pricing,0,1,1.96,1,0
C004-0188,C004,support triage,purchase intent,0,0,2.96,4,0
C004-0189,C004,appointment scheduling,reschedule,1,0,2.93,10,0
C004-0190,C004,support triage,purchase intent,0,0,2.17,0,0
C004-0191,C004,sales qualification,reschedule,1,0,3.21,8,500
C004-0192,C004,appointment scheduling,cancel,1,0,2.92,7,0
C004-0193,C004,appointment scheduling,pricing,1,0,3.76,6,0
C004-0194,C004,sales qualification,reschedule,1,0,3.41,6,0
C004-0195,C004,sales qualification,technical issue,0,1,1.88,2,0
C004-0196,C004,support triage,cancel,1,0,4.09,6,0
C004-0197,C004,appointment scheduling,pricing,1,0,3.55,4,0
C004-0198,C004,renewal reminder,technical issue,1,0,3.68,4,0
C004-0199,C004,renewal reminder,reschedule,1,0,2.92,9,0
C004-0200,C004,renewal reminder,cancel,1,0,2.96,8,0
C004-0201,C004,renewal reminder,eligibility,1,0,4.75,3,0
C004-0202,C004,support triage,reschedule,1,0,3.66,12,0
C004-0203,C004,renewal reminder,eligibility,1,0,4.76,3,0
C004-0204,C004,sales qualification,reschedule,1,0,3.73,4,500
C004-0205,C004,support triage,technical issue,1,0,3.62,5,0
C004-0206,C004,support triage,cancel,0,1,1.6,2,0
C004-0207,C004,support triage,technical issue,1,0,4.86,7,0
C004-0208,C004,sales qualification,pricing,1,0,4.01,10,1500
C004-0209,C004,support triage,technical issue,1,0,3.06,12,0
C004-0210,C004,sales qualification,cancel,0,0,2.17,0,0
C004-0211,C004,appointment scheduling,purchase intent,1,0,4.06,6,0
C004-0212,C004,support triage,pricing,1,0,4.66,10,0
C004-0213,C004,sales qualification,reschedule,0,1,2.28,1,0
C004-0214,C004,appointment scheduling,technical issue,0,0,3.28,0,0
C004-0215,C004,sales qualification,pricing,1,0,4.78,10,250
C004-0216,C004,appointment scheduling,technical issue,1,0,4.78,6,0
C004-0217,C004,sales qualification,technical issue,1,0,3.63,7,500
C004-0218,C004,sales qualification,reschedule,0,1,1.46,2,0
C004-0219,C004,renewal reminder,cancel,1,0,2.56,5,0
C004-0220,C004,sales qualification,cancel,0,0,1.71,4,0
C004-0221,C004,renewal reminder,technical issue,1,0,3.81,5,0
C004-0222,C004,appointment scheduling,technical issue,1,0,2.79,5,0
C004-0223,C004,sales qualification,pricing,0,0,2.56,1,0
C004-0224,C004,sales qualification,technical issue,1,0,2.69,7,1000
C004-0225,C004,sales qualification,purchase intent,0,1,3.34,3,0
C004-0226,C004,support triage,pricing,1,0,4.7,3,0
C004-0227,C004,appointment scheduling,reschedule,1,0,4.31,5,0
C004-0228,C004,renewal reminder,cancel,1,0,3.4,11,0
C004-0229,C004,support triage,eligibility,1,0,3.7,12,0
C004-0230,C004,appointment scheduling,eligibility,0,0,2.27,2,0
C004-0231,C004,renewal reminder,cancel,1,0,4.16,6,0
C004-0232,C004,renewal reminder,purchase intent,1,0,3.76,4,0
C005-0000,C005,renewal reminder,purchase intent,0,0,2.14,2,0
C005-0001,C005,renewal reminder,reschedule,1,0,4.34,6,0
C005-0002,C005,sales qualification,reschedule,0,0,1.47,3,0
C005-0003,C005,renewal reminder,technical issue,1,0,3.63,8,0
C005-0004,C005,appointment scheduling,cancel,1,0,4.32,5,0
C005-0005,C005,renewal reminder,pricing,0,0,2.19,2,0
C005-0006,C005,sales qualification,cancel,0,0,2.14,2,0
C005-0007,C005,sales qualification,eligibility,0,1,3.1,0,0
C005-0008,C005,sales qualification,cancel,0,1,2.85,0,0
C005-0009,C005,support triage,reschedule,0,0,1.57,0,0
C005-0010,C005,sales qualification,pricing,1,0,3.14,3,250
C005-0011,C005,support triage,reschedule,1,0,2.71,5,0
C005-0012,C005,renewal reminder,cancel,1,0,3.75,7,0
C005-0013,C005,renewal reminder,pricing,0,1,2.07,2,0
C005-0014,C005,sales qualification,purchase intent,1,0,2.65,7,0
C005-0015,C005,sales qualification,technical issue,0,1,2.08,1,0
C005-0016,C005,sales qualification,purchase intent,0,0,2.9,3,0
C005-0017,C005,renewal reminder,cancel,1,0,2.54,4,0
C005-0018,C005,renewal reminder,reschedule,1,0,3.91,10,0
