contact_id,age,job,marital,education,balance,housing,loan,contact,day,month,call_duration_seconds,campaign_contacts,days_since_previous_contact,previous_contacts,previous_outcome,customer_segment,converted,converted_flag
BM13292,59,retired,married,primary,468,yes,no,telephone,8,jul,71,1,-1,0,unknown,retired / primary,no,0
BM13293,54,technician,married,tertiary,758,yes,yes,cellular,8,jul,554,1,-1,0,unknown,technician / tertiary,no,0
BM13294,57,management,married,tertiary,5,yes,no,cellular,8,jul,96,1,-1,0,unknown,management / tertiary,no,0
BM13295,60,management,married,tertiary,0,yes,no,cellular,8,jul,59,1,-1,0,unknown,management / tertiary,no,0
BM13296,32,admin.,married,secondary,-1,no,no,cellular,8,jul,228,2,-1,0,unknown,admin. / secondary,no,0
BM13297,29,management,single,tertiary,640,no,no,cellular,8,jul,150,2,-1,0,unknown,management / tertiary,no,0
BM13298,27,blue-collar,married,secondary,-59,no,yes,cellular,8,jul,154,3,-1,0,unknown,blue-collar / secondary,no,0
BM13299,26,admin.,single,secondary,102,no,yes,cellular,8,jul,658,2,-1,0,unknown,admin. / secondary,yes,1
BM13300,41,blue-collar,married,primary,17,no,no,cellular,8,jul,117,3,-1,0,unknown,blue-collar / primary,no,0
BM13301,26,technician,single,secondary,0,no,no,cellular,8,jul,362,2,-1,0,unknown,technician / secondary,no,0
BM13302,40,admin.,married,secondary,1011,yes,no,cellular,8,jul,145,12,-1,0,unknown,admin. / secondary,no,0
BM13303,26,technician,married,secondary,370,no,yes,cellular,8,jul,1061,4,-1,0,unknown,technician / secondary,yes,1
BM13304,47,technician,married,secondary,-107,no,no,cellular,8,jul,236,2,-1,0,unknown,technician / secondary,no,0
BM13305,36,management,married,tertiary,2309,yes,no,cellular,8,jul,268,2,-1,0,unknown,management / tertiary,no,0
BM13306,57,blue-collar,married,primary,0,no,no,cellular,8,jul,237,3,-1,0,unknown,blue-collar / primary,no,0
BM13307,51,technician,married,secondary,313,no,yes,cellular,8,jul,378,1,-1,0,unknown,technician / secondary,no,0
BM13308,60,management,married,secondary,164,no,yes,cellular,8,jul,171,1,-1,0,unknown,management / secondary,no,0
BM13309,41,blue-collar,divorced,unknown,19,no,yes,cellular,8,jul,514,5,-1,0,unknown,blue-collar / unknown,no,0
BM13310,26,blue-collar,single,secondary,-128,no,yes,cellular,8,jul,392,2,-1,0,unknown,blue-collar / secondary,no,0
BM13311,34,blue-collar,married,secondary,123,yes,no,cellular,8,jul,218,3,-1,0,unknown,blue-collar / secondary,no,0
BM13312,29,admin.,single,secondary,-37,yes,no,cellular,8,jul,21,35,-1,0,unknown,admin. / secondary,no,0
BM13313,54,housemaid,married,primary,8,no,yes,telephone,8,jul,116,2,-1,0,unknown,housemaid / primary,no,0
BM13314,27,management,married,tertiary,5262,no,yes,cellular,8,jul,201,9,-1,0,unknown,management / tertiary,no,0
BM13315,35,retired,married,primary,329,no,yes,cellular,8,jul,520,3,-1,0,unknown,retired / primary,no,0
BM13316,59,management,married,tertiary,1726,no,yes,cellular,8,jul,137,3,-1,0,unknown,management / tertiary,no,0
BM13317,30,technician,single,secondary,77,no,yes,cellular,8,jul,82,4,-1,0,unknown,technician / secondary,no,0
BM13318,25,blue-collar,single,secondary,189,no,yes,cellular,8,jul,687,2,-1,0,unknown,blue-collar / secondary,yes,1
BM13319,47,blue-collar,married,primary,-406,no,yes,telephone,8,jul,243,5,-1,0,unknown,blue-collar / primary,no,0
BM13320,27,services,married,secondary,202,yes,no,telephone,8,jul,212,2,-1,0,unknown,services / secondary,no,0
BM13321,45,admin.,divorced,unknown,857,no,no,telephone,8,jul,49,7,-1,0,unknown,admin. / unknown,no,0
BM13322,28,blue-collar,married,primary,420,no,yes,telephone,8,jul,65,3,-1,0,unknown,blue-collar / primary,no,0
BM13323,45,admin.,married,secondary,0,yes,no,cellular,8,jul,376,1,-1,0,unknown,admin. / secondary,no,0
BM13324,36,management,single,tertiary,-74,yes,yes,cellular,8,jul,476,2,-1,0,unknown,management / tertiary,no,0
BM13325,37,blue-collar,married,secondary,128,yes,no,telephone,8,jul,379,3,-1,0,unknown,blue-collar / secondary,no,0
BM13326,32,management,single,tertiary,191,no,no,cellular,8,jul,141,4,-1,0,unknown,management / tertiary,no,0
BM13327,44,blue-collar,married,primary,1139,no,yes,cellular,8,jul,155,2,-1,0,unknown,blue-collar / primary,no,0
BM13328,27,admin.,single,secondary,-110,no,yes,cellular,8,jul,90,2,-1,0,unknown,admin. / secondary,no,0
BM13329,25,blue-collar,single,secondary,224,no,yes,telephone,8,jul,17,4,-1,0,unknown,blue-collar / secondary,no,0
BM13330,30,services,single,secondary,245,no,yes,cellular,8,jul,187,2,-1,0,unknown,services / secondary,no,0
BM13331,26,housemaid,married,primary,158,no,yes,cellular,8,jul,416,4,-1,0,unknown,housemaid / primary,no,0
BM13332,39,self-employed,married,primary,1551,no,no,telephone,8,jul,389,7,-1,0,unknown,self-employed / primary,no,0
BM13333,27,services,single,secondary,-151,no,no,cellular,8,jul,283,2,-1,0,unknown,services / secondary,no,0
BM13334,41,blue-collar,married,primary,-516,no,yes,telephone,8,jul,554,3,-1,0,unknown,blue-collar / primary,no,0
BM13335,28,entrepreneur,single,tertiary,283,yes,no,cellular,8,jul,22,3,-1,0,unknown,entrepreneur / tertiary,no,0
BM13336,42,services,married,secondary,-1,yes,no,cellular,8,jul,38,2,-1,0,unknown,services / secondary,no,0
BM13337,41,blue-collar,married,secondary,97,no,yes,cellular,8,jul,212,2,-1,0,unknown,blue-collar / secondary,no,0
BM13338,26,blue-collar,single,primary,16,no,yes,cellular,8,jul,249,2,-1,0,unknown,blue-collar / primary,no,0
BM13339,29,technician,single,tertiary,313,no,yes,cellular,8,jul,227,2,-1,0,unknown,technician / tertiary,no,0
BM13340,44,self-employed,married,secondary,5068,no,no,cellular,8,jul,256,2,-1,0,unknown,self-employed / secondary,no,0
BM13341,55,admin.,married,secondary,859,no,no,telephone,8,jul,153,1,-1,0,unknown,admin. / secondary,no,0
BM13342,49,technician,married,secondary,0,no,yes,cellular,8,jul,120,3,-1,0,unknown,technician / secondary,no,0
BM13343,34,blue-collar,married,primary,567,no,yes,cellular,8,jul,241,3,-1,0,unknown,blue-collar / primary,no,0
BM13344,27,admin.,single,secondary,13,yes,no,telephone,8,jul,103,1,-1,0,unknown,admin. / secondary,no,0
BM13345,56,blue-collar,married,secondary,339,no,no,telephone,8,jul,114,3,-1,0,unknown,blue-collar / secondary,no,0
BM13346,60,housemaid,married,secondary,874,no,no,cellular,8,jul,861,3,-1,0,unknown,housemaid / secondary,no,0
BM13347,59,retired,married,primary,21,no,no,telephone,8,jul,127,3,-1,0,unknown,retired / primary,no,0
BM13348,59,admin.,married,secondary,302,no,yes,cellular,8,jul,250,2,-1,0,unknown,admin. / secondary,no,0
BM13349,32,services,married,secondary,61,yes,no,cellular,8,jul,529,5,-1,0,unknown,services / secondary,no,0
BM13350,28,blue-collar,married,primary,-469,yes,no,cellular,8,jul,244,3,-1,0,unknown,blue-collar / primary,no,0
BM13351,58,management,married,tertiary,136,yes,no,cellular,8,jul,199,1,-1,0,unknown,management / tertiary,no,0
BM13352,41,blue-collar,married,secondary,232,no,no,telephone,8,jul,104,3,-1,0,unknown,blue-collar / secondary,no,0
BM13353,49,technician,married,secondary,177,yes,yes,cellular,8,jul,191,1,-1,0,unknown,technician / secondary,no,0
BM13354,47,management,married,tertiary,1890,no,no,cellular,8,jul,161,1,-1,0,unknown,management / tertiary,no,0
BM13355,43,technician,married,secondary,48,yes,no,cellular,8,jul,89,1,-1,0,unknown,technician / secondary,no,0
BM13356,46,admin.,married,secondary,-121,yes,yes,cellular,8,jul,214,4,-1,0,unknown,admin. / secondary,no,0
BM13357,56,technician,married,secondary,61,no,yes,cellular,8,jul,75,1,-1,0,unknown,technician / secondary,no,0
BM13358,33,management,married,tertiary,6,yes,no,cellular,8,jul,1111,1,-1,0,unknown,management / tertiary,no,0
BM13359,52,management,married,secondary,4873,no,no,cellular,8,jul,99,9,-1,0,unknown,management / secondary,no,0
BM13360,34,admin.,divorced,secondary,145,no,no,cellular,8,jul,183,5,-1,0,unknown,admin. / secondary,no,0
BM13361,32,blue-collar,married,secondary,4,yes,yes,cellular,8,jul,173,1,-1,0,unknown,blue-collar / secondary,no,0
BM13362,32,blue-collar,single,secondary,123,yes,no,cellular,8,jul,329,4,-1,0,unknown,blue-collar / secondary,no,0
BM13363,30,blue-collar,married,primary,374,yes,no,cellular,8,jul,225,2,-1,0,unknown,blue-collar / primary,no,0
BM13364,47,blue-collar,married,secondary,125,no,no,cellular,8,jul,210,2,-1,0,unknown,blue-collar / secondary,no,0
BM13365,49,services,married,secondary,884,yes,no,telephone,8,jul,201,3,-1,0,unknown,services / secondary,no,0
BM13366,57,services,married,tertiary,10,no,no,telephone,8,jul,320,3,-1,0,unknown,services / tertiary,no,0
BM13367,42,admin.,married,secondary,0,yes,no,cellular,8,jul,1011,1,-1,0,unknown,admin. / secondary,no,0
BM13368,52,retired,married,secondary,49,no,yes,telephone,8,jul,280,5,-1,0,unknown,retired / secondary,no,0
BM13369,38,self-employed,married,primary,618,no,no,cellular,9,jul,184,1,-1,0,unknown,self-employed / primary,no,0
BM13370,27,management,single,tertiary,154,no,yes,cellular,9,jul,75,1,-1,0,unknown,management / tertiary,no,0
BM13371,32,management,single,tertiary,611,yes,yes,cellular,9,jul,353,1,-1,0,unknown,management / tertiary,no,0
BM13372,41,services,divorced,secondary,0,yes,no,cellular,9,jul,126,1,-1,0,unknown,services / secondary,no,0
BM13373,36,blue-collar,married,secondary,199,yes,no,cellular,9,jul,183,1,-1,0,unknown,blue-collar / secondary,no,0
BM13374,43,management,divorced,tertiary,0,no,no,cellular,9,jul,134,1,-1,0,unknown,management / tertiary,no,0
BM13375,58,retired,married,tertiary,941,no,yes,cellular,9,jul,254,1,-1,0,unknown,retired / tertiary,no,0
BM13376,34,blue-collar,married,secondary,1,yes,no,cellular,9,jul,394,1,-1,0,unknown,blue-collar / secondary,no,0
BM13377,40,admin.,married,secondary,275,yes,no,cellular,9,jul,139,1,-1,0,unknown,admin. / secondary,no,0
BM13378,38,blue-collar,married,secondary,121,yes,yes,cellular,9,jul,80,2,-1,0,unknown,blue-collar / secondary,no,0
BM13379,34,services,married,primary,31,no,yes,cellular,9,jul,53,3,-1,0,unknown,services / primary,no,0
BM13380,44,technician,married,tertiary,-948,yes,yes,cellular,9,jul,129,2,-1,0,unknown,technician / tertiary,no,0
BM13381,44,management,married,tertiary,773,no,yes,cellular,9,jul,618,1,-1,0,unknown,management / tertiary,no,0
BM13382,47,services,married,secondary,0,yes,no,telephone,9,jul,250,1,-1,0,unknown,services / secondary,no,0
BM13383,31,services,married,secondary,1,yes,no,cellular,9,jul,82,1,-1,0,unknown,services / secondary,no,0
BM13384,41,technician,married,secondary,112,yes,no,cellular,9,jul,158,1,-1,0,unknown,technician / secondary,no,0
BM13385,57,technician,married,secondary,950,yes,no,cellular,9,jul,1272,1,-1,0,unknown,technician / secondary,no,0
BM13386,53,technician,married,tertiary,673,yes,no,cellular,9,jul,182,1,-1,0,unknown,technician / tertiary,no,0
BM13387,50,technician,married,secondary,20,yes,no,cellular,9,jul,95,1,-1,0,unknown,technician / secondary,no,0
BM13388,46,technician,married,secondary,152,no,no,cellular,9,jul,72,1,-1,0,unknown,technician / secondary,no,0
BM13389,44,blue-collar,married,secondary,233,no,yes,cellular,9,jul,150,3,-1,0,unknown,blue-collar / secondary,no,0
BM13390,42,management,married,tertiary,0,yes,no,cellular,9,jul,98,1,-1,0,unknown,management / tertiary,no,0
BM13391,43,unknown,married,primary,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,unknown / primary,no,0
BM13392,37,admin.,single,secondary,1003,no,no,cellular,9,jul,259,3,-1,0,unknown,admin. / secondary,no,0
BM13393,48,admin.,married,secondary,719,yes,no,cellular,9,jul,205,1,-1,0,unknown,admin. / secondary,no,0
BM13394,56,blue-collar,married,primary,278,no,yes,cellular,9,jul,261,3,-1,0,unknown,blue-collar / primary,no,0
BM13395,44,management,single,tertiary,6350,yes,no,cellular,9,jul,323,1,-1,0,unknown,management / tertiary,no,0
BM13396,26,unemployed,single,secondary,111,no,no,cellular,9,jul,537,1,-1,0,unknown,unemployed / secondary,yes,1
BM13397,35,admin.,married,primary,1994,no,no,cellular,9,jul,64,1,-1,0,unknown,admin. / primary,no,0
BM13398,35,services,married,secondary,0,no,yes,telephone,9,jul,42,1,-1,0,unknown,services / secondary,no,0
BM13399,28,self-employed,single,tertiary,25,no,no,cellular,9,jul,618,1,-1,0,unknown,self-employed / tertiary,no,0
BM13400,54,management,married,secondary,4816,no,yes,cellular,9,jul,406,1,-1,0,unknown,management / secondary,no,0
BM13401,36,blue-collar,married,secondary,56,yes,no,cellular,9,jul,183,1,-1,0,unknown,blue-collar / secondary,no,0
BM13402,28,blue-collar,single,primary,150,no,yes,cellular,9,jul,112,2,-1,0,unknown,blue-collar / primary,no,0
BM13403,35,admin.,married,secondary,332,no,no,cellular,9,jul,199,2,-1,0,unknown,admin. / secondary,no,0
BM13404,53,management,married,tertiary,0,yes,no,cellular,9,jul,296,1,-1,0,unknown,management / tertiary,no,0
BM13405,60,housemaid,married,primary,2270,yes,no,cellular,9,jul,206,1,-1,0,unknown,housemaid / primary,no,0
BM13406,33,management,married,unknown,117,no,yes,cellular,9,jul,133,2,-1,0,unknown,management / unknown,no,0
BM13407,35,blue-collar,married,secondary,616,no,no,cellular,9,jul,317,1,-1,0,unknown,blue-collar / secondary,no,0
BM13408,39,entrepreneur,married,tertiary,628,yes,no,cellular,9,jul,97,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM13409,53,retired,single,tertiary,888,yes,no,cellular,9,jul,128,1,-1,0,unknown,retired / tertiary,no,0
BM13410,46,entrepreneur,married,secondary,118,yes,no,cellular,9,jul,296,1,-1,0,unknown,entrepreneur / secondary,no,0
BM13411,41,technician,married,tertiary,532,yes,no,cellular,9,jul,74,1,-1,0,unknown,technician / tertiary,no,0
BM13412,46,management,married,tertiary,-591,no,no,cellular,9,jul,126,1,-1,0,unknown,management / tertiary,no,0
BM13413,33,admin.,married,tertiary,0,yes,yes,cellular,9,jul,389,3,-1,0,unknown,admin. / tertiary,no,0
BM13414,50,management,married,unknown,0,no,no,cellular,9,jul,99,2,-1,0,unknown,management / unknown,no,0
BM13415,30,self-employed,married,tertiary,5,yes,yes,cellular,9,jul,99,2,-1,0,unknown,self-employed / tertiary,no,0
BM13416,52,technician,married,tertiary,3440,yes,no,cellular,9,jul,194,1,-1,0,unknown,technician / tertiary,no,0
BM13417,46,blue-collar,married,unknown,990,yes,no,cellular,9,jul,420,1,-1,0,unknown,blue-collar / unknown,no,0
BM13418,45,blue-collar,divorced,primary,452,yes,no,cellular,9,jul,96,1,-1,0,unknown,blue-collar / primary,no,0
BM13419,57,housemaid,married,primary,2,no,no,telephone,9,jul,138,3,-1,0,unknown,housemaid / primary,no,0
BM13420,45,management,divorced,tertiary,702,no,yes,cellular,9,jul,110,1,-1,0,unknown,management / tertiary,no,0
BM13421,41,management,married,tertiary,0,no,yes,cellular,9,jul,55,1,-1,0,unknown,management / tertiary,no,0
BM13422,57,blue-collar,married,secondary,0,no,yes,cellular,9,jul,45,1,-1,0,unknown,blue-collar / secondary,no,0
BM13423,41,technician,married,secondary,351,yes,no,cellular,9,jul,175,1,-1,0,unknown,technician / secondary,no,0
BM13424,51,self-employed,married,secondary,-201,no,yes,cellular,9,jul,153,2,-1,0,unknown,self-employed / secondary,no,0
BM13425,50,services,married,secondary,1572,yes,no,cellular,9,jul,185,1,-1,0,unknown,services / secondary,no,0
BM13426,59,self-employed,married,secondary,170,no,no,cellular,9,jul,62,1,-1,0,unknown,self-employed / secondary,no,0
BM13427,44,technician,married,secondary,266,yes,no,cellular,9,jul,72,1,-1,0,unknown,technician / secondary,no,0
BM13428,49,admin.,married,secondary,167,no,yes,cellular,9,jul,51,1,-1,0,unknown,admin. / secondary,no,0
BM13429,26,services,married,secondary,25,no,no,cellular,9,jul,94,1,-1,0,unknown,services / secondary,no,0
BM13430,45,blue-collar,single,secondary,-100,yes,no,cellular,9,jul,93,1,-1,0,unknown,blue-collar / secondary,no,0
BM13431,34,housemaid,married,primary,-1,yes,no,cellular,9,jul,272,1,-1,0,unknown,housemaid / primary,no,0
BM13432,34,blue-collar,divorced,secondary,-154,no,no,cellular,9,jul,295,1,-1,0,unknown,blue-collar / secondary,no,0
BM13433,50,self-employed,married,secondary,38,yes,no,cellular,9,jul,42,1,-1,0,unknown,self-employed / secondary,no,0
BM13434,36,admin.,single,secondary,281,no,no,cellular,9,jul,225,2,-1,0,unknown,admin. / secondary,no,0
BM13435,30,management,married,tertiary,0,yes,no,cellular,9,jul,127,1,-1,0,unknown,management / tertiary,no,0
BM13436,54,services,married,secondary,-22,no,yes,cellular,9,jul,85,1,-1,0,unknown,services / secondary,no,0
BM13437,44,management,married,secondary,438,yes,no,telephone,9,jul,42,1,-1,0,unknown,management / secondary,no,0
BM13438,45,technician,married,secondary,2020,yes,no,cellular,9,jul,55,1,-1,0,unknown,technician / secondary,no,0
BM13439,59,management,divorced,primary,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,management / primary,no,0
BM13440,40,blue-collar,married,primary,665,yes,no,cellular,9,jul,781,1,-1,0,unknown,blue-collar / primary,yes,1
BM13441,45,technician,married,secondary,0,no,no,cellular,9,jul,113,2,-1,0,unknown,technician / secondary,no,0
BM13442,59,unemployed,married,tertiary,6,yes,no,cellular,9,jul,275,1,-1,0,unknown,unemployed / tertiary,no,0
BM13443,56,technician,married,tertiary,787,no,yes,cellular,9,jul,92,1,-1,0,unknown,technician / tertiary,no,0
BM13444,40,management,single,tertiary,1247,yes,no,cellular,9,jul,157,1,-1,0,unknown,management / tertiary,no,0
BM13445,45,services,divorced,secondary,5758,yes,no,telephone,9,jul,16,1,-1,0,unknown,services / secondary,no,0
BM13446,53,technician,single,secondary,-165,yes,no,cellular,9,jul,89,1,-1,0,unknown,technician / secondary,no,0
BM13447,53,blue-collar,married,secondary,-626,yes,no,cellular,9,jul,205,1,-1,0,unknown,blue-collar / secondary,no,0
BM13448,33,services,married,secondary,0,no,no,cellular,9,jul,128,1,-1,0,unknown,services / secondary,no,0
BM13449,30,management,single,secondary,1090,yes,no,cellular,9,jul,65,1,-1,0,unknown,management / secondary,no,0
BM13450,35,technician,married,secondary,2355,yes,no,cellular,9,jul,515,1,-1,0,unknown,technician / secondary,no,0
BM13451,27,services,single,secondary,387,no,yes,cellular,9,jul,194,1,-1,0,unknown,services / secondary,no,0
BM13452,60,retired,married,primary,838,no,no,cellular,9,jul,147,1,-1,0,unknown,retired / primary,no,0
BM13453,35,admin.,married,secondary,1,yes,no,cellular,9,jul,112,1,-1,0,unknown,admin. / secondary,no,0
BM13454,33,management,single,tertiary,191,no,yes,telephone,9,jul,25,1,-1,0,unknown,management / tertiary,no,0
BM13455,45,blue-collar,married,secondary,4855,yes,no,cellular,9,jul,285,1,-1,0,unknown,blue-collar / secondary,no,0
BM13456,42,self-employed,married,secondary,634,yes,no,cellular,9,jul,61,1,-1,0,unknown,self-employed / secondary,no,0
BM13457,31,management,married,tertiary,272,yes,no,cellular,9,jul,174,1,-1,0,unknown,management / tertiary,no,0
BM13458,51,entrepreneur,married,tertiary,-267,yes,no,cellular,9,jul,42,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM13459,52,blue-collar,married,unknown,0,yes,no,cellular,9,jul,1486,1,-1,0,unknown,blue-collar / unknown,yes,1
BM13460,34,blue-collar,single,secondary,0,yes,no,cellular,9,jul,130,1,-1,0,unknown,blue-collar / secondary,no,0
BM13461,56,retired,married,tertiary,24,no,yes,cellular,9,jul,44,1,-1,0,unknown,retired / tertiary,no,0
BM13462,40,admin.,married,secondary,0,yes,yes,cellular,9,jul,145,1,-1,0,unknown,admin. / secondary,no,0
BM13463,43,blue-collar,married,secondary,173,no,yes,telephone,9,jul,238,8,-1,0,unknown,blue-collar / secondary,no,0
BM13464,44,management,single,tertiary,1206,no,no,cellular,9,jul,160,2,-1,0,unknown,management / tertiary,no,0
BM13465,37,admin.,married,primary,214,yes,no,cellular,9,jul,645,1,-1,0,unknown,admin. / primary,yes,1
BM13466,36,technician,married,tertiary,3043,yes,no,cellular,9,jul,254,1,-1,0,unknown,technician / tertiary,no,0
BM13467,43,blue-collar,single,primary,0,no,no,cellular,9,jul,1242,1,-1,0,unknown,blue-collar / primary,yes,1
BM13468,58,entrepreneur,married,tertiary,776,yes,no,telephone,9,jul,990,1,-1,0,unknown,entrepreneur / tertiary,yes,1
BM13469,37,housemaid,married,tertiary,8,yes,no,cellular,9,jul,64,1,-1,0,unknown,housemaid / tertiary,no,0
BM13470,31,management,single,unknown,1023,no,yes,cellular,9,jul,219,1,-1,0,unknown,management / unknown,no,0
BM13471,55,blue-collar,married,primary,283,no,yes,cellular,9,jul,115,1,-1,0,unknown,blue-collar / primary,no,0
BM13472,47,blue-collar,married,secondary,690,yes,no,cellular,9,jul,113,1,-1,0,unknown,blue-collar / secondary,no,0
BM13473,53,housemaid,married,primary,-286,yes,no,cellular,9,jul,126,1,-1,0,unknown,housemaid / primary,no,0
BM13474,41,services,divorced,tertiary,1583,yes,no,cellular,9,jul,662,1,-1,0,unknown,services / tertiary,yes,1
BM13475,49,blue-collar,married,secondary,0,no,yes,cellular,9,jul,625,1,-1,0,unknown,blue-collar / secondary,yes,1
BM13476,40,admin.,divorced,secondary,4,yes,no,cellular,9,jul,189,1,-1,0,unknown,admin. / secondary,no,0
BM13477,43,management,single,tertiary,-2,no,yes,cellular,9,jul,124,1,-1,0,unknown,management / tertiary,no,0
BM13478,41,admin.,married,primary,4488,yes,no,cellular,9,jul,321,1,-1,0,unknown,admin. / primary,no,0
BM13479,30,services,single,primary,6,yes,yes,cellular,9,jul,102,1,-1,0,unknown,services / primary,no,0
BM13480,36,technician,married,secondary,264,yes,yes,cellular,9,jul,482,1,-1,0,unknown,technician / secondary,no,0
BM13481,43,technician,married,secondary,-754,yes,yes,cellular,9,jul,727,3,-1,0,unknown,technician / secondary,yes,1
BM13482,28,services,single,secondary,1950,no,no,cellular,9,jul,147,1,-1,0,unknown,services / secondary,no,0
BM13483,35,housemaid,married,primary,218,yes,no,cellular,9,jul,127,1,-1,0,unknown,housemaid / primary,no,0
BM13484,36,admin.,single,secondary,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,admin. / secondary,no,0
BM13485,44,management,married,tertiary,368,no,no,cellular,9,jul,73,3,-1,0,unknown,management / tertiary,no,0
BM13486,43,management,divorced,tertiary,-410,no,yes,cellular,9,jul,189,1,-1,0,unknown,management / tertiary,no,0
BM13487,34,admin.,married,secondary,0,yes,yes,cellular,9,jul,127,1,-1,0,unknown,admin. / secondary,no,0
BM13488,54,self-employed,married,primary,0,no,yes,telephone,9,jul,130,2,-1,0,unknown,self-employed / primary,no,0
BM13489,60,blue-collar,married,secondary,19447,yes,no,telephone,9,jul,196,1,-1,0,unknown,blue-collar / secondary,no,0
BM13490,39,blue-collar,married,secondary,1045,yes,yes,cellular,9,jul,290,13,-1,0,unknown,blue-collar / secondary,no,0
BM13491,48,technician,married,secondary,-205,yes,yes,cellular,9,jul,112,1,-1,0,unknown,technician / secondary,no,0
BM13492,46,self-employed,married,tertiary,917,no,no,cellular,9,jul,389,5,-1,0,unknown,self-employed / tertiary,no,0
BM13493,33,management,married,tertiary,0,yes,no,cellular,9,jul,310,1,-1,0,unknown,management / tertiary,no,0
BM13494,41,management,single,tertiary,-426,yes,no,cellular,9,jul,294,1,-1,0,unknown,management / tertiary,no,0
BM13495,59,retired,married,unknown,-114,no,yes,cellular,9,jul,611,2,-1,0,unknown,retired / unknown,no,0
BM13496,34,technician,married,secondary,0,no,yes,cellular,9,jul,62,1,-1,0,unknown,technician / secondary,no,0
BM13497,29,technician,married,secondary,492,yes,no,cellular,9,jul,259,1,-1,0,unknown,technician / secondary,no,0
BM13498,25,student,married,tertiary,0,yes,no,cellular,9,jul,160,1,-1,0,unknown,student / tertiary,no,0
BM13499,40,admin.,married,secondary,-253,yes,no,cellular,9,jul,177,1,-1,0,unknown,admin. / secondary,no,0
BM13500,35,management,married,tertiary,2682,yes,no,cellular,9,jul,156,1,-1,0,unknown,management / tertiary,no,0
BM13501,28,self-employed,single,secondary,241,yes,no,cellular,9,jul,275,1,-1,0,unknown,self-employed / secondary,no,0
BM13502,39,management,single,tertiary,416,no,no,cellular,9,jul,427,1,-1,0,unknown,management / tertiary,no,0
BM13503,57,services,married,secondary,140,yes,no,cellular,9,jul,143,1,-1,0,unknown,services / secondary,no,0
BM13504,44,technician,married,secondary,381,yes,no,cellular,9,jul,92,1,-1,0,unknown,technician / secondary,no,0
BM13505,53,technician,divorced,secondary,320,no,no,cellular,9,jul,175,1,-1,0,unknown,technician / secondary,no,0
BM13506,45,management,married,tertiary,4693,no,yes,cellular,9,jul,148,2,-1,0,unknown,management / tertiary,no,0
BM13507,37,management,married,unknown,247,no,no,cellular,9,jul,366,1,-1,0,unknown,management / unknown,no,0
BM13508,31,services,divorced,unknown,0,no,yes,cellular,9,jul,138,1,-1,0,unknown,services / unknown,no,0
BM13509,42,housemaid,married,secondary,808,yes,no,cellular,9,jul,121,1,-1,0,unknown,housemaid / secondary,no,0
BM13510,60,housemaid,married,secondary,681,no,yes,cellular,9,jul,337,1,-1,0,unknown,housemaid / secondary,no,0
BM13511,31,admin.,single,secondary,1,no,no,cellular,9,jul,236,1,-1,0,unknown,admin. / secondary,no,0
BM13512,43,retired,single,primary,140,no,yes,telephone,9,jul,52,1,-1,0,unknown,retired / primary,no,0
BM13513,48,technician,married,primary,788,no,no,telephone,9,jul,36,2,-1,0,unknown,technician / primary,no,0
BM13514,35,management,single,unknown,2361,no,no,cellular,9,jul,90,10,-1,0,unknown,management / unknown,no,0
BM13515,29,admin.,divorced,tertiary,0,no,yes,cellular,9,jul,426,3,-1,0,unknown,admin. / tertiary,yes,1
BM13516,44,entrepreneur,married,tertiary,1808,yes,no,cellular,9,jul,127,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM13517,54,management,married,primary,621,no,yes,cellular,9,jul,180,1,-1,0,unknown,management / primary,no,0
BM13518,57,retired,single,secondary,976,yes,no,cellular,9,jul,98,1,-1,0,unknown,retired / secondary,no,0
BM13519,55,retired,married,tertiary,101,yes,no,cellular,9,jul,111,1,-1,0,unknown,retired / tertiary,no,0
BM13520,37,blue-collar,married,unknown,0,yes,no,cellular,9,jul,90,1,-1,0,unknown,blue-collar / unknown,no,0
BM13521,41,entrepreneur,married,secondary,557,no,yes,cellular,9,jul,72,1,-1,0,unknown,entrepreneur / secondary,no,0
BM13522,45,technician,married,secondary,1028,yes,no,cellular,9,jul,113,1,-1,0,unknown,technician / secondary,no,0
BM13523,57,technician,married,secondary,323,yes,no,telephone,9,jul,54,1,-1,0,unknown,technician / secondary,no,0
BM13524,35,management,divorced,tertiary,6997,yes,no,cellular,9,jul,1121,1,-1,0,unknown,management / tertiary,yes,1
BM13525,42,entrepreneur,married,tertiary,0,no,no,cellular,9,jul,236,1,-1,0,unknown,entrepreneur / tertiary,no,0
BM13526,52,management,married,primary,324,no,no,cellular,9,jul,81,1,-1,0,unknown,management / primary,no,0
BM13527,34,technician,married,secondary,0,no,no,cellular,9,jul,628,1,-1,0,unknown,technician / secondary,no,0
BM13528,43,blue-collar,divorced,primary,75,yes,no,cellular,9,jul,118,1,-1,0,unknown,blue-collar / primary,no,0
BM13529,60,retired,married,unknown,2150,yes,yes,cellular,9,jul,119,1,-1,0,unknown,retired / unknown,no,0
BM13530,57,self-employed,married,secondary,65,no,yes,cellular,9,jul,171,1,-1,0,unknown,self-employed / secondary,no,0
