member_id,event_type,days_ago
M0106,app_session,70
M0106,app_session,65
M0106,app_session,14
M0106,benefit_view,34
M0106,benefit_view,69
M0106,benefit_view,46
M0106,benefit_view,69
M0106,appointment,56
M0106,appointment,69
M0106,support_ticket,13
M0107,app_session,75
M0107,app_session,88
M0107,app_session,44
M0107,app_session,90
M0107,benefit_view,54
M0107,benefit_view,21
M0107,benefit_view,78
M0107,benefit_view,17
M0108,app_session,17
M0108,app_session,52
M0108,app_session,7
M0108,app_session,35
M0108,app_session,83
M0108,app_session,16
M0108,app_session,89
M0108,app_session,16
M0108,app_session,31
M0108,app_session,18
M0108,benefit_view,31
M0108,benefit_view,86
M0108,benefit_view,50
M0108,benefit_view,62
M0108,benefit_view,18
M0108,appointment,34
M0108,appointment,80
M0109,app_session,11
M0109,app_session,58
M0109,app_session,81
M0109,app_session,85
M0109,app_session,89
M0109,app_session,45
M0109,app_session,8
M0109,app_session,68
M0109,app_session,50
M0109,app_session,27
M0109,app_session,54
M0109,app_session,27
M0109,app_session,63
M0109,app_session,34
M0109,benefit_view,43
M0109,benefit_view,70
M0109,support_ticket,43
M0110,app_session,25
M0110,app_session,88
M0110,app_session,16
M0110,app_session,83
M0110,app_session,38
M0110,app_session,20
M0110,app_session,35
M0110,app_session,11
M0110,app_session,83
M0110,app_session,46
M0110,app_session,32
M0110,app_session,10
M0110,benefit_view,83
M0110,benefit_view,21
M0110,appointment,80
M0111,app_session,15
M0111,app_session,54
M0111,app_session,88
M0111,app_session,16
M0111,app_session,61
M0111,app_session,9
M0111,app_session,29
M0111,app_session,49
M0111,app_session,11
M0111,app_session,13
M0111,app_session,13
M0111,benefit_view,38
M0111,benefit_view,17
M0112,app_session,87
M0112,app_session,56
M0112,app_session,27
M0112,app_session,11
M0112,app_session,12
M0112,app_session,17
M0112,app_session,15
M0112,app_session,75
M0112,app_session,49
M0112,app_session,44
M0112,benefit_view,17
M0112,benefit_view,31
M0112,benefit_view,35
M0113,app_session,30
M0113,app_session,63
M0113,app_session,49
M0113,app_session,14
M0113,app_session,30
M0113,app_session,63
M0113,app_session,81
M0113,app_session,76
M0113,app_session,9
M0113,app_session,67
M0113,app_session,1
M0113,app_session,46
M0113,app_session,40
M0113,benefit_view,72
M0113,appointment,69
M0114,app_session,64
M0114,app_session,53
M0114,app_session,54
M0114,benefit_view,10
M0114,benefit_view,81
M0114,benefit_view,68
M0114,benefit_view,68
M0114,benefit_view,78
M0114,appointment,10
M0115,app_session,7
M0115,app_session,31
M0115,app_session,11
M0115,app_session,55
M0115,app_session,14
M0115,benefit_view,77
M0115,benefit_view,7
M0115,benefit_view,39
M0115,appointment,84
M0115,appointment,22
M0115,support_ticket,90
M0115,support_ticket,17
M0116,app_session,15
M0116,app_session,3
M0116,app_session,42
M0116,app_session,54
M0116,app_session,34
M0116,app_session,67
M0116,app_session,8
M0116,app_session,33
M0116,app_session,73
M0116,app_session,80
M0116,app_session,9
M0116,app_session,63
M0116,app_session,58
M0116,app_session,65
M0116,benefit_view,63
M0116,benefit_view,72
M0116,appointment,20
M0117,app_session,83
M0117,app_session,53
M0117,app_session,28
M0117,app_session,41
M0117,app_session,31
M0117,app_session,53
M0117,app_session,40
M0117,app_session,34
M0117,app_session,9
M0117,app_session,73
M0117,app_session,47
M0117,app_session,15
M0117,app_session,64
M0117,app_session,86
M0117,app_session,6
M0117,app_session,22
M0117,app_session,28
M0117,app_session,66
M0117,appointment,36
M0118,app_session,69
M0118,app_session,31
M0118,app_session,19
M0118,app_session,0
M0118,app_session,52
M0118,app_session,3
M0118,app_session,29
M0118,app_session,69
M0118,app_session,44
M0118,app_session,81
M0118,app_session,88
M0118,appointment,48
M0118,appointment,39
M0118,support_ticket,67
M0119,app_session,10
M0119,app_session,74
M0119,app_session,12
M0119,app_session,64
M0119,app_session,17
M0119,app_session,81
M0119,app_session,50
M0119,app_session,9
M0119,app_session,75
M0119,app_session,72
M0119,app_session,7
M0119,app_session,55
M0119,app_session,84
M0119,app_session,16
M0119,app_session,30
M0119,app_session,37
M0119,benefit_view,50
M0119,benefit_view,89
M0119,appointment,40
M0120,app_session,68
M0120,app_session,45
M0120,app_session,26
M0120,app_session,57
M0120,app_session,39
M0120,app_session,59
M0120,app_session,33
M0120,app_session,15
M0120,appointment,90
M0120,support_ticket,5
M0121,app_session,71
M0121,app_session,70
M0121,app_session,31
M0121,app_session,12
M0121,app_session,59
M0121,app_session,13
M0121,app_session,17
M0121,app_session,15
M0121,app_session,1
M0121,app_session,7
M0121,app_session,28
M0121,app_session,16
M0121,app_session,25
M0121,benefit_view,87
M0121,benefit_view,80
M0121,benefit_view,82
M0121,appointment,75
M0121,appointment,33
M0121,support_ticket,8
M0122,app_session,55
M0122,app_session,50
M0122,app_session,63
M0122,app_session,3
M0122,app_session,48
M0122,app_session,87
M0122,app_session,54
M0122,app_session,22
M0122,benefit_view,23
M0122,benefit_view,35
M0122,appointment,19
M0122,support_ticket,79
M0122,support_ticket,78
M0123,app_session,2
M0123,app_session,48
M0123,app_session,45
M0123,app_session,61
M0123,app_session,69
M0123,app_session,62
M0123,benefit_view,64
M0123,benefit_view,41
M0123,appointment,23
M0124,app_session,12
M0124,app_session,31
M0124,app_session,84
M0124,app_session,30
M0124,app_session,34
M0124,app_session,68
M0124,app_session,7
M0124,app_session,28
M0124,app_session,73
M0124,benefit_view,22
M0124,benefit_view,22
M0124,benefit_view,30
M0124,appointment,89
M0125,app_session,29
M0125,app_session,77
M0125,app_session,28
M0125,app_session,2
M0125,app_session,67
M0125,app_session,61
M0125,support_ticket,22
M0125,support_ticket,41
M0126,app_session,84
M0126,app_session,50
M0126,app_session,75
M0126,app_session,12
M0126,app_session,43
M0126,app_session,38
M0126,app_session,41
M0126,benefit_view,55
M0126,appointment,83
M0126,support_ticket,90
M0127,app_session,72
M0127,app_session,4
M0127,app_session,23
M0127,app_session,77
M0127,app_session,40
M0127,app_session,78
M0127,app_session,28
M0127,app_session,81
M0127,app_session,72
M0127,app_session,13
M0127,benefit_view,42
M0127,benefit_view,9
M0127,benefit_view,30
M0127,appointment,21
M0128,app_session,56
M0128,app_session,53
M0128,app_session,21
M0128,app_session,52
M0128,app_session,63
M0128,app_session,48
M0128,app_session,44
M0128,app_session,69
M0128,app_session,48
M0128,app_session,12
M0128,app_session,61
M0128,app_session,73
M0128,benefit_view,28
M0128,benefit_view,20
M0128,benefit_view,57
M0128,benefit_view,9
M0128,benefit_view,4
M0128,support_ticket,13
M0129,app_session,55
M0129,app_session,83
M0129,app_session,21
M0129,app_session,77
M0129,app_session,55
M0129,app_session,20
M0129,app_session,6
M0129,app_session,12
M0129,benefit_view,24
M0129,benefit_view,52
M0129,appointment,69
M0129,appointment,33
M0129,support_ticket,38
M0129,support_ticket,30
M0129,support_ticket,12
M0130,app_session,61
M0130,app_session,25
M0131,app_session,23
M0131,app_session,57
M0131,app_session,5
M0131,app_session,33
M0131,benefit_view,33
M0131,benefit_view,28
M0131,benefit_view,34
M0132,app_session,53
M0132,app_session,68
M0132,app_session,87
M0132,app_session,60
M0132,app_session,73
M0132,app_session,30
M0132,app_session,60
M0132,app_session,38
M0132,app_session,10
M0132,app_session,50
M0132,app_session,4
M0132,app_session,64
M0132,benefit_view,73
M0132,benefit_view,86
M0132,benefit_view,79
M0132,benefit_view,18
M0132,appointment,22
M0133,app_session,49
M0133,app_session,71
M0133,app_session,50
M0133,app_session,70
M0133,app_session,41
M0133,app_session,35
M0133,app_session,66
M0133,benefit_view,89
M0133,benefit_view,79
M0133,benefit_view,75
M0133,appointment,14
M0133,support_ticket,18
M0134,app_session,83
M0134,app_session,62
M0134,app_session,73
M0134,app_session,77
M0134,app_session,60
M0134,appointment,18
M0134,support_ticket,87
M0135,app_session,35
M0135,app_session,62
M0135,app_session,89
M0135,app_session,87
M0135,app_session,12
M0135,app_session,29
M0135,app_session,17
M0135,benefit_view,56
M0135,benefit_view,41
M0135,appointment,53
M0135,appointment,77
M0136,app_session,39
M0136,app_session,90
M0136,app_session,64
M0136,app_session,51
M0136,app_session,17
M0136,app_session,67
M0136,app_session,72
M0136,app_session,3
M0136,app_session,22
M0136,app_session,24
M0136,app_session,25
M0136,app_session,7
M0136,benefit_view,58
M0136,appointment,90
M0137,app_session,44
M0137,app_session,20
M0137,app_session,33
M0137,app_session,88
M0137,app_session,11
M0137,app_session,36
M0137,app_session,3
M0137,app_session,49
M0137,app_session,6
M0137,benefit_view,27
M0137,appointment,28
M0137,appointment,86
M0138,app_session,32
M0138,app_session,77
M0138,app_session,39
M0138,app_session,90
M0138,app_session,82
M0138,app_session,35
M0138,app_session,54
M0138,app_session,48
M0138,app_session,44
M0138,benefit_view,27
M0138,benefit_view,59
M0138,benefit_view,38
M0138,appointment,79
M0138,appointment,50
M0138,support_ticket,0
M0139,app_session,83
M0139,app_session,38
M0139,app_session,24
M0139,app_session,19
M0139,app_session,66
M0139,app_session,30
M0139,app_session,7
M0139,benefit_view,84
M0139,benefit_view,40
M0139,benefit_view,87
M0139,benefit_view,17
M0140,app_session,28
M0140,app_session,87
M0140,app_session,68
M0140,app_session,81
M0140,app_session,60
M0140,app_session,85
M0140,app_session,45
M0140,app_session,64
M0140,app_session,38
M0140,app_session,21
M0140,app_session,84
M0140,app_session,71
M0140,app_session,23
M0140,app_session,37
M0140,app_session,12
M0140,app_session,60
M0140,benefit_view,33
M0140,appointment,23
M0140,appointment,87
M0141,app_session,74
M0141,app_session,74
M0141,app_session,79
M0141,app_session,9
M0141,app_session,60
M0141,benefit_view,15
M0141,appointment,67
M0142,app_session,10
M0142,app_session,62
M0142,app_session,42
M0142,app_session,80
M0142,app_session,22
M0142,app_session,40
M0142,app_session,81
M0142,app_session,7
M0142,app_session,0
M0142,app_session,57
M0142,app_session,35
M0142,app_session,26
M0142,app_session,21
M0142,app_session,73
M0142,app_session,20
M0142,app_session,62
M0142,app_session,11
M0142,benefit_view,55
M0142,appointment,51
M0142,support_ticket,49
M0142,support_ticket,0
M0142,support_ticket,4
M0142,support_ticket,68
M0143,app_session,16
M0143,app_session,13
M0143,app_session,49
M0143,app_session,64
M0143,app_session,75
M0143,app_session,39
M0143,app_session,21
M0143,app_session,8
M0143,app_session,5
M0143,benefit_view,58
M0143,benefit_view,66
M0143,appointment,43
M0143,appointment,55
M0143,support_ticket,43
M0144,app_session,2
M0144,app_session,75
M0144,benefit_view,15
M0144,benefit_view,46
M0144,benefit_view,83
M0144,benefit_view,4
M0144,appointment,32
M0144,appointment,68
M0144,support_ticket,76
M0144,support_ticket,6
M0145,app_session,1
M0145,app_session,38
M0145,app_session,53
M0145,app_session,84
M0145,app_session,12
M0145,app_session,84
M0145,app_session,66
M0145,benefit_view,77
M0145,benefit_view,89
M0145,appointment,13
M0146,app_session,90
M0146,app_session,52
M0146,app_session,37
M0146,app_session,20
M0147,app_session,32
M0147,app_session,82
M0147,app_session,29
M0147,app_session,58
M0147,app_session,37
M0147,app_session,33
M0147,app_session,59
M0147,app_session,6
M0147,app_session,12
M0147,app_session,22
M0147,app_session,5
M0147,app_session,37
M0147,app_session,46
M0147,app_session,86
M0147,app_session,40
M0147,app_session,54
M0147,benefit_view,12
M0147,benefit_view,5
M0147,benefit_view,1
M0147,benefit_view,17
M0147,benefit_view,84
M0148,app_session,61
M0148,app_session,53
M0148,app_session,83
M0148,benefit_view,16
M0148,appointment,7
M0148,appointment,20
M0149,app_session,62
M0149,app_session,14
M0149,app_session,52
M0149,app_session,56
M0149,app_session,5
M0149,app_session,8
M0149,app_session,33
M0149,app_session,83
M0149,app_session,40
M0149,app_session,1
M0149,app_session,90
M0149,benefit_view,73
M0149,benefit_view,72
M0149,benefit_view,28
M0149,benefit_view,85
M0149,benefit_view,43
M0149,appointment,88
M0149,appointment,89
M0149,support_ticket,55
M0150,app_session,82
M0150,app_session,20
M0150,app_session,64
M0150,app_session,60
M0150,app_session,63
M0150,app_session,21
M0150,app_session,9
M0150,app_session,62
M0150,app_session,41
M0150,app_session,30
M0150,app_session,42
M0150,app_session,35
M0150,app_session,6
M0150,benefit_view,70
M0150,benefit_view,82
M0150,benefit_view,48
M0150,benefit_view,51
M0151,app_session,77
M0151,app_session,79
M0151,app_session,81
M0151,benefit_view,71
M0151,benefit_view,26
M0151,appointment,58
M0151,appointment,43
M0151,support_ticket,28
M0152,app_session,0
M0152,app_session,43
M0152,app_session,45
M0152,app_session,81
M0152,app_session,37
M0152,app_session,70
M0152,app_session,66
M0152,app_session,47
M0152,app_session,89
M0152,app_session,13
M0152,app_session,5
M0152,app_session,21
M0152,app_session,63
M0152,app_session,17
M0152,app_session,52
M0152,app_session,13
M0152,app_session,32
M0152,app_session,78
M0152,app_session,25
M0152,app_session,24
M0152,app_session,15
M0152,benefit_view,58
M0152,benefit_view,24
M0152,benefit_view,43
M0152,appointment,5
M0152,support_ticket,75
M0153,benefit_view,74
M0153,appointment,16
M0153,appointment,13
M0154,app_session,17
M0154,app_session,17
M0154,app_session,52
M0154,app_session,77
M0154,app_session,89
M0154,app_session,65
M0154,app_session,38
M0154,app_session,89
M0154,benefit_view,70
M0154,benefit_view,80
M0154,benefit_view,27
M0154,benefit_view,25
M0154,appointment,37
M0154,appointment,87
M0154,support_ticket,16
M0154,support_ticket,90
M0155,app_session,68
M0155,app_session,36
M0155,app_session,54
M0155,app_session,1
M0155,app_session,66
M0155,app_session,13
M0155,app_session,3
M0155,benefit_view,6
M0155,benefit_view,85
M0155,benefit_view,7
M0155,appointment,20
M0155,support_ticket,32
M0156,app_session,71
M0156,app_session,28
M0156,app_session,82
M0156,app_session,71
M0156,app_session,49
M0156,app_session,30
M0156,app_session,65
M0156,app_session,89
M0156,app_session,36
M0156,app_session,88
M0156,app_session,85
M0156,appointment,87
M0157,app_session,77
M0157,app_session,25
M0157,app_session,24
M0157,app_session,37
M0157,app_session,57
M0157,app_session,22
M0157,app_session,87
M0157,app_session,9
M0157,app_session,23
M0157,app_session,22
M0157,app_session,65
M0157,app_session,15
M0157,app_session,48
M0157,app_session,5
M0157,app_session,54
M0157,benefit_view,33
M0157,benefit_view,16
M0157,appointment,32
M0157,appointment,0
M0157,support_ticket,90
M0157,support_ticket,19
M0158,app_session,45
M0158,appointment,28
M0158,appointment,23
M0158,support_ticket,64
M0158,support_ticket,20
M0158,support_ticket,53
M0159,app_session,1
M0159,app_session,14
M0159,app_session,85
M0159,app_session,44
M0159,app_session,57
M0159,app_session,30
M0159,app_session,82
M0159,app_session,78
M0159,app_session,79
M0159,app_session,31
M0159,appointment,14
M0160,app_session,41
M0160,app_session,65
M0160,app_session,10
M0160,app_session,12
M0160,app_session,21
M0160,app_session,68
M0160,app_session,68
M0160,app_session,0
M0160,app_session,80
M0160,app_session,8
M0160,app_session,26
M0160,app_session,85
M0160,app_session,80
M0160,benefit_view,54
M0161,app_session,9
M0161,app_session,73
M0161,app_session,29
M0161,app_session,33
M0161,app_session,52
M0161,app_session,49
M0161,app_session,57
M0161,app_session,80
M0161,benefit_view,40
M0161,benefit_view,2
M0161,benefit_view,49
M0161,support_ticket,82
M0162,app_session,77
M0162,app_session,11
M0162,app_session,36
M0162,app_session,56
M0162,app_session,48
M0162,app_session,50
M0162,benefit_view,60
M0162,benefit_view,20
M0162,benefit_view,68
M0162,benefit_view,28
M0162,benefit_view,17
M0162,appointment,69
M0162,support_ticket,18
M0162,support_ticket,38
M0163,app_session,44
M0163,app_session,27
M0163,app_session,52
M0163,app_session,82
M0163,app_session,65
M0163,app_session,18
M0163,app_session,20
M0163,app_session,23
M0163,app_session,28
M0163,app_session,78
M0163,benefit_view,14
M0163,benefit_view,23
M0163,appointment,6
M0163,appointment,70
M0164,app_session,30
M0164,app_session,12
M0164,app_session,36
M0164,app_session,79
M0164,app_session,8
M0164,app_session,24
M0164,app_session,40
M0164,benefit_view,42
M0164,benefit_view,78
M0164,benefit_view,84
M0164,appointment,74
M0164,appointment,19
M0165,app_session,61
M0165,app_session,59
M0165,app_session,57
M0165,app_session,45
M0165,app_session,39
M0165,benefit_view,13
M0165,benefit_view,22
M0165,benefit_view,82
M0165,support_ticket,68
M0166,app_session,51
M0166,app_session,75
M0166,app_session,27
M0166,app_session,4
M0166,app_session,70
M0166,app_session,33
M0166,app_session,69
M0166,app_session,69
M0166,app_session,60
M0166,app_session,83
M0166,app_session,19
M0166,app_session,46
M0166,app_session,50
M0166,app_session,28
M0166,app_session,75
M0166,app_session,37
M0166,app_session,17
M0166,benefit_view,65
M0166,benefit_view,11
M0166,benefit_view,50
M0166,appointment,1
M0166,appointment,84
M0167,app_session,28
M0167,app_session,62
M0167,app_session,29
M0167,app_session,8
M0167,app_session,33
M0167,app_session,47
M0167,app_session,29
M0167,app_session,5
M0167,app_session,85
M0167,app_session,26
M0167,app_session,66
M0167,app_session,46
M0167,benefit_view,58
M0167,benefit_view,5
M0167,benefit_view,5
M0167,appointment,13
M0167,support_ticket,81
M0168,app_session,48
M0168,app_session,28
M0168,app_session,66
M0168,app_session,51
M0168,app_session,45
M0168,app_session,44
M0168,app_session,62
M0168,app_session,61
M0168,app_session,77
M0168,app_session,0
M0168,app_session,64
M0168,app_session,17
M0168,app_session,56
M0168,app_session,21
M0168,benefit_view,65
M0168,appointment,27
M0168,support_ticket,20
M0169,app_session,5
M0169,app_session,16
M0169,app_session,73
M0169,app_session,75
M0169,app_session,20
M0169,app_session,17
M0169,app_session,80
M0169,benefit_view,73
M0169,benefit_view,18
M0169,benefit_view,7
M0169,benefit_view,21
M0170,app_session,28
M0170,app_session,52
M0170,app_session,76
M0170,app_session,18
M0170,app_session,74
M0170,app_session,23
M0170,app_session,79
M0170,app_session,84
M0170,app_session,65
M0170,app_session,33
M0170,app_session,21
M0170,benefit_view,43
M0170,benefit_view,58
M0170,benefit_view,76
M0170,benefit_view,75
M0170,benefit_view,8
M0170,appointment,49
M0171,app_session,15
M0171,app_session,11
M0171,app_session,61
M0171,app_session,84
M0171,app_session,16
M0171,benefit_view,0
M0171,benefit_view,86
M0171,benefit_view,83
M0171,benefit_view,55
M0171,appointment,47
M0172,appointment,61
M0172,support_ticket,36
M0173,app_session,46
M0173,app_session,13
M0173,app_session,19
M0173,app_session,54
M0173,app_session,83
M0173,app_session,74
M0173,app_session,32
M0173,app_session,33
M0173,benefit_view,72
M0173,benefit_view,46
M0173,benefit_view,78
M0173,benefit_view,35
M0173,appointment,26
M0174,app_session,84
M0174,app_session,15
M0174,app_session,29
M0174,app_session,57
M0174,app_session,89
M0174,app_session,20
M0174,app_session,12
M0174,app_session,27
M0174,benefit_view,43
M0174,benefit_view,70
M0174,benefit_view,78
M0174,benefit_view,89
M0174,appointment,6
M0174,appointment,20
M0175,app_session,83
M0175,app_session,66
M0175,app_session,36
M0175,app_session,76
M0175,app_session,7
M0175,app_session,22
M0175,app_session,81
M0175,benefit_view,1
M0175,benefit_view,25
M0175,benefit_view,84
M0175,appointment,24
M0176,app_session,85
M0176,app_session,50
M0176,app_session,51
M0176,app_session,75
M0176,app_session,25
M0176,app_session,66
M0176,app_session,1
M0176,benefit_view,8
M0176,benefit_view,11
M0176,benefit_view,70
M0176,benefit_view,36
M0176,benefit_view,71
M0176,appointment,44
M0177,app_session,68
M0177,app_session,73
M0177,app_session,32
M0177,app_session,88
M0177,app_session,56
M0177,app_session,48
M0177,app_session,72
M0177,app_session,61
M0177,app_session,31
M0177,app_session,43
M0177,app_session,58
M0177,app_session,87
M0177,benefit_view,3
M0177,benefit_view,61
M0177,benefit_view,14
M0178,app_session,86
M0178,app_session,43
M0178,app_session,9
M0178,app_session,70
M0178,app_session,22
M0178,app_session,60
M0178,app_session,40
M0178,app_session,45
M0178,app_session,27
M0178,benefit_view,23
M0178,benefit_view,87
M0178,benefit_view,24
M0178,benefit_view,63
M0179,app_session,0
M0179,app_session,69
M0179,app_session,5
M0179,app_session,61
M0179,app_session,47
M0179,app_session,79
M0179,app_session,40
M0179,app_session,63
M0179,app_session,73
M0179,benefit_view,23
M0179,benefit_view,65
M0179,appointment,28
M0179,support_ticket,6
M0180,app_session,66
M0180,app_session,58
M0180,app_session,40
M0180,app_session,88
M0180,app_session,1
M0180,app_session,1
M0180,app_session,86
M0180,app_session,26
M0180,app_session,48
M0180,app_session,74
M0180,app_session,12
M0180,app_session,41
M0180,app_session,46
M0180,app_session,78
M0180,app_session,33
M0180,benefit_view,33
M0180,appointment,60
M0181,app_session,12
M0181,app_session,34
M0181,app_session,30
M0181,app_session,71
M0181,app_session,55
M0181,app_session,48
M0181,app_session,25
M0181,benefit_view,19
M0182,app_session,50
M0182,app_session,12
M0182,app_session,88
M0182,app_session,20
M0182,appointment,80
M0183,benefit_view,83
M0183,benefit_view,68
M0183,benefit_view,22
M0183,benefit_view,36
M0183,appointment,86
M0184,app_session,80
M0184,app_session,78
M0184,app_session,73
M0184,app_session,51
M0184,app_session,9
M0185,benefit_view,16
M0185,support_ticket,89
M0185,support_ticket,10
M0186,app_session,33
M0186,app_session,79
M0186,app_session,19
M0186,app_session,10
M0186,app_session,83
M0186,app_session,49
M0186,app_session,39
M0186,app_session,29
M0186,app_session,31
M0186,app_session,36
M0186,app_session,56
M0186,app_session,80
M0186,app_session,16
M0186,app_session,16
M0186,app_session,67
M0186,benefit_view,4
M0186,appointment,41
M0186,support_ticket,69
M0186,support_ticket,34
M0187,app_session,39
M0187,app_session,44
M0187,benefit_view,29
M0187,benefit_view,11
M0187,benefit_view,56
M0187,appointment,52
M0187,support_ticket,38
M0188,app_session,1
M0188,app_session,55
M0188,app_session,37
M0188,app_session,76
M0188,app_session,29
M0188,app_session,0
M0188,app_session,70
M0188,benefit_view,52
M0188,benefit_view,71
M0188,appointment,31
M0189,app_session,68
M0189,app_session,34
M0189,app_session,52
M0189,app_session,24
M0189,app_session,8
M0189,app_session,23
M0189,app_session,17
M0189,app_session,37
M0189,app_session,14
M0189,app_session,81
M0189,app_session,58
M0189,app_session,79
M0189,app_session,57
M0189,app_session,34
M0189,app_session,89
M0189,benefit_view,24
M0189,benefit_view,41
M0189,benefit_view,2
M0189,benefit_view,19
M0189,appointment,2
M0189,appointment,23
M0189,support_ticket,34
M0190,app_session,59
M0190,app_session,89
M0190,app_session,4
M0190,app_session,42
M0190,app_session,10
M0190,app_session,18
M0190,app_session,7
M0190,app_session,34
M0190,app_session,50
M0190,app_session,9
M0190,app_session,69
M0190,app_session,60
M0190,benefit_view,32
M0191,app_session,39
M0191,app_session,41
M0191,app_session,20
M0191,app_session,80
M0191,app_session,5
M0191,app_session,70
M0191,app_session,66
M0191,app_session,15
M0191,benefit_view,81
M0191,benefit_view,38
M0191,appointment,6
M0191,support_ticket,14
M0192,app_session,60
M0192,app_session,88
M0192,app_session,76
M0192,app_session,19
M0192,app_session,47
M0192,app_session,11
M0192,app_session,31
M0192,benefit_view,11
M0192,appointment,43
M0192,appointment,80
M0192,support_ticket,45
M0193,app_session,88
M0193,app_session,48
M0193,app_session,45
M0193,app_session,17
M0193,app_session,32
M0193,app_session,5
M0193,app_session,62
M0193,app_session,90
M0193,app_session,56
M0193,app_session,71
M0193,app_session,37
M0193,benefit_view,62
M0193,benefit_view,24
M0193,benefit_view,72
M0193,benefit_view,23
M0193,appointment,41
M0193,support_ticket,35
M0194,app_session,23
M0194,app_session,2
M0194,app_session,79
M0194,app_session,46
M0194,app_session,79
M0194,app_session,30
M0194,app_session,41
M0194,app_session,8
M0194,app_session,84
M0194,app_session,68
M0194,app_session,49
M0194,benefit_view,87
M0194,appointment,19
M0194,appointment,78
M0194,support_ticket,52
M0194,support_ticket,82
M0195,app_session,49
M0195,app_session,84
M0195,app_session,62
M0195,app_session,67
M0195,app_session,79
M0195,app_session,89
M0195,app_session,75
M0195,app_session,32
M0195,app_session,6
M0195,app_session,46
M0195,app_session,28
M0195,app_session,77
M0195,app_session,9
M0195,app_session,1
M0195,app_session,26
M0195,app_session,83
M0195,app_session,62
M0195,app_session,10
M0195,app_session,59
M0195,app_session,81
M0195,appointment,53
M0195,appointment,47
M0195,support_ticket,78
M0195,support_ticket,34
M0196,app_session,24
M0196,app_session,24
M0196,app_session,67
M0196,app_session,84
M0196,app_session,31
M0196,app_session,72
M0196,app_session,80
M0196,app_session,22
M0196,app_session,71
M0196,app_session,71
M0196,app_session,53
M0196,app_session,13
M0196,benefit_view,45
M0196,benefit_view,86
M0196,benefit_view,58
M0196,benefit_view,89
M0196,benefit_view,85
M0196,support_ticket,70
M0196,support_ticket,51
M0196,support_ticket,64
M0197,app_session,41
M0197,app_session,77
M0197,app_session,30
M0197,app_session,72
M0197,app_session,69
M0197,app_session,27
M0197,app_session,48
M0197,app_session,70
M0197,app_session,32
M0197,app_session,46
M0197,app_session,57
M0197,app_session,57
M0197,app_session,50
M0197,app_session,0
M0197,app_session,4
M0197,app_session,36
M0197,app_session,76
M0197,app_session,2
M0197,benefit_view,38
M0197,benefit_view,0
M0197,benefit_view,38
M0197,benefit_view,28
M0197,appointment,2
M0197,support_ticket,70
M0197,support_ticket,65
M0197,support_ticket,71
M0197,support_ticket,73
M0198,app_session,73
M0198,app_session,51
M0198,app_session,72
M0198,app_session,27
M0198,benefit_view,41
M0198,benefit_view,61
M0198,benefit_view,22
M0198,benefit_view,62
M0198,benefit_view,88
M0198,appointment,12
M0198,appointment,76
M0199,app_session,77
M0199,app_session,1
M0199,app_session,81
M0199,app_session,80
M0199,app_session,48
M0199,app_session,6
M0199,app_session,39
M0199,app_session,67
M0199,app_session,5
M0199,benefit_view,72
M0199,benefit_view,19
M0199,appointment,89
M0199,appointment,28
M0200,app_session,10
M0200,app_session,60
M0200,app_session,73
M0200,app_session,6
M0200,benefit_view,33
M0200,benefit_view,10
M0200,benefit_view,51
M0200,benefit_view,64
M0200,appointment,16
M0200,appointment,17
M0201,appointment,46
M0202,app_session,56
M0202,app_session,5
M0202,benefit_view,87
M0203,app_session,26
M0203,app_session,68
M0203,app_session,27
M0203,app_session,26
M0203,app_session,69
M0203,app_session,66
M0203,app_session,33
M0203,app_session,70
M0203,app_session,61
M0203,app_session,79
M0203,app_session,18
M0203,app_session,88
M0203,app_session,89
M0203,app_session,85
M0203,appointment,67
M0203,appointment,5
M0204,app_session,84
M0204,app_session,46
M0204,app_session,13
M0204,app_session,2
M0204,app_session,37
M0204,app_session,83
M0204,app_session,49
M0204,app_session,29
M0204,app_session,48
M0204,app_session,65
M0204,app_session,90
M0204,app_session,12
M0204,app_session,40
M0204,app_session,62
M0204,app_session,76
M0204,app_session,68
M0204,appointment,58
M0204,appointment,71
M0205,appointment,3
M0206,app_session,29
M0206,app_session,53
M0206,app_session,30
M0206,app_session,73
M0206,app_session,19
M0206,app_session,54
M0206,app_session,39
M0206,app_session,77
M0206,app_session,42
M0206,benefit_view,16
M0206,benefit_view,26
M0206,benefit_view,83
M0206,appointment,69
M0206,appointment,87
M0207,app_session,40
M0207,app_session,18
M0207,app_session,3
M0207,app_session,40
M0207,app_session,52
M0207,app_session,52
M0207,app_session,38
M0207,app_session,56
M0207,app_session,81
M0207,benefit_view,19
M0207,benefit_view,24
M0207,benefit_view,13
M0207,benefit_view,16
M0207,benefit_view,23
M0207,appointment,78
M0207,appointment,34
M0207,support_ticket,78
M0207,support_ticket,29
M0208,app_session,47
M0208,benefit_view,62
M0208,support_ticket,28
M0209,app_session,62
M0209,app_session,88
M0209,app_session,41
M0209,app_session,58
M0209,app_session,31
M0209,app_session,54
M0209,app_session,51
M0209,app_session,5
M0209,benefit_view,48
M0209,benefit_view,40
M0209,benefit_view,50
M0209,benefit_view,78
M0209,appointment,76
M0209,appointment,68
M0209,support_ticket,90
M0210,app_session,49
M0210,app_session,66
M0210,app_session,80
M0210,app_session,6
M0210,app_session,24
M0210,app_session,37
M0210,app_session,56
M0210,app_session,50
M0210,app_session,38
